proposer_item_no,counterparty_item_no,proposer_email,counterparty_email,proposed_date,accept_reject_date,status,trade_history_link,auto_trade_id
1949,3819,usr261@gt.edu,usr516@gt.edu,2022-04-18,2022-04-19,rejected,placeholder.com,1041
1950,4886,usr261@gt.edu,usr659@gt.edu,2022-04-20,2022-05-23,accepted,placeholder.com,1042
1951,5892,usr261@gt.edu,usr792@gt.edu,2022-06-08,,unacccepted,placeholder.com,1043
1954,7091,usr262@gt.edu,usr955@gt.edu,2022-04-21,,unacccepted,placeholder.com,1044
1955,5200,usr262@gt.edu,usr703@gt.edu,2022-05-12,2022-05-16,accepted,placeholder.com,1045
1958,5302,usr263@gt.edu,usr716@gt.edu,2022-04-27,2022-05-11,accepted,placeholder.com,1046
1959,6807,usr263@gt.edu,usr920@gt.edu,2022-04-18,2022-05-16,accepted,placeholder.com,1047
1962,3036,usr263@gt.edu,usr405@gt.edu,2022-04-25,2022-05-12,accepted,placeholder.com,1048
1963,107,usr263@gt.edu,usr015@gt.edu,2022-04-15,2022-05-02,rejected,placeholder.com,1049
1964,6043,usr263@gt.edu,usr812@gt.edu,2022-06-01,2022-06-06,accepted,placeholder.com,1050
1967,4280,usr264@gt.edu,usr578@gt.edu,2022-04-20,2022-05-04,rejected,placeholder.com,1051
1969,361,usr264@gt.edu,usr051@gt.edu,2022-05-18,2022-06-07,rejected,placeholder.com,1052
1970,643,usr264@gt.edu,usr087@gt.edu,2022-04-15,2022-04-20,rejected,placeholder.com,1053
1970,1879,usr264@gt.edu,usr251@gt.edu,2022-04-22,2022-05-18,rejected,placeholder.com,1054
1970,6962,usr264@gt.edu,usr939@gt.edu,2022-05-25,,unacccepted,placeholder.com,1055
1971,4456,usr264@gt.edu,usr603@gt.edu,2022-04-29,2022-05-24,accepted,placeholder.com,1056
1975,5785,usr265@gt.edu,usr777@gt.edu,2022-04-19,2022-04-27,rejected,placeholder.com,1057
1978,736,usr265@gt.edu,usr096@gt.edu,2022-04-22,2022-05-26,accepted,placeholder.com,1058
1979,1474,usr265@gt.edu,usr198@gt.edu,2022-05-02,,unacccepted,placeholder.com,1059
1982,1252,usr265@gt.edu,usr169@gt.edu,2022-04-20,2022-05-25,rejected,placeholder.com,1060
1983,424,usr265@gt.edu,usr058@gt.edu,2022-04-26,2022-04-27,accepted,placeholder.com,1061
1984,5812,usr265@gt.edu,usr780@gt.edu,2022-05-17,,unacccepted,placeholder.com,1062
1986,5838,usr266@gt.edu,usr784@gt.edu,2022-05-02,,unacccepted,placeholder.com,1063
1987,3594,usr266@gt.edu,usr488@gt.edu,2022-04-20,2022-04-27,accepted,placeholder.com,1064
1988,2472,usr266@gt.edu,usr335@gt.edu,2022-04-18,,unacccepted,placeholder.com,1065
1989,4555,usr266@gt.edu,usr617@gt.edu,2022-04-21,2022-05-13,accepted,placeholder.com,1066
1989,5585,usr266@gt.edu,usr751@gt.edu,2022-04-19,2022-04-20,rejected,placeholder.com,1067
1991,5943,usr267@gt.edu,usr798@gt.edu,2022-04-28,2022-05-03,accepted,placeholder.com,1068
1994,3782,usr267@gt.edu,usr512@gt.edu,2022-04-20,2022-05-11,rejected,placeholder.com,1069
1997,2712,usr268@gt.edu,usr366@gt.edu,2022-04-19,,unacccepted,placeholder.com,1070
1998,3620,usr268@gt.edu,usr493@gt.edu,2022-04-26,,unacccepted,placeholder.com,1071
1999,5165,usr268@gt.edu,usr697@gt.edu,2022-06-06,,unacccepted,placeholder.com,1072
2000,7004,usr269@gt.edu,usr945@gt.edu,2022-04-22,,unacccepted,placeholder.com,1073
2001,3850,usr269@gt.edu,usr519@gt.edu,2022-05-30,2022-05-31,rejected,placeholder.com,1074
2003,2408,usr269@gt.edu,usr325@gt.edu,2022-04-28,2022-05-10,rejected,placeholder.com,1075
2003,3499,usr269@gt.edu,usr475@gt.edu,2022-06-09,,unacccepted,placeholder.com,1076
2004,1981,usr269@gt.edu,usr265@gt.edu,2022-04-21,2022-05-31,accepted,placeholder.com,1077
2007,4534,usr270@gt.edu,usr613@gt.edu,2022-04-15,2022-05-13,accepted,placeholder.com,1078
2009,4085,usr270@gt.edu,usr552@gt.edu,2022-04-19,,unacccepted,placeholder.com,1079
2011,4493,usr270@gt.edu,usr608@gt.edu,2022-05-03,2022-06-09,accepted,placeholder.com,1080
2013,3581,usr270@gt.edu,usr486@gt.edu,2022-04-20,2022-05-19,accepted,placeholder.com,1081
2014,1813,usr270@gt.edu,usr241@gt.edu,2022-05-09,2022-05-11,rejected,placeholder.com,1082
2017,5554,usr271@gt.edu,usr748@gt.edu,2022-04-29,2022-05-26,accepted,placeholder.com,1083
2018,6757,usr271@gt.edu,usr910@gt.edu,2022-04-20,2022-06-10,rejected,placeholder.com,1084
2021,7129,usr271@gt.edu,usr961@gt.edu,2022-04-15,,unacccepted,placeholder.com,1085
2023,1994,usr271@gt.edu,usr267@gt.edu,2022-06-09,,unacccepted,placeholder.com,1086
2025,2917,usr272@gt.edu,usr390@gt.edu,2022-06-02,2022-06-03,rejected,placeholder.com,1087
2030,2881,usr272@gt.edu,usr386@gt.edu,2022-05-17,2022-06-07,accepted,placeholder.com,1088
2031,1990,usr272@gt.edu,usr266@gt.edu,2022-05-05,,unacccepted,placeholder.com,1089
2032,2797,usr272@gt.edu,usr376@gt.edu,2022-06-08,,unacccepted,placeholder.com,1090
2034,1075,usr272@gt.edu,usr145@gt.edu,2022-04-25,2022-05-23,accepted,placeholder.com,1091
2034,6063,usr272@gt.edu,usr813@gt.edu,2022-04-18,2022-04-25,rejected,placeholder.com,1092
2035,1179,usr273@gt.edu,usr159@gt.edu,2022-04-15,2022-04-25,rejected,placeholder.com,1093
2035,3396,usr273@gt.edu,usr458@gt.edu,2022-05-09,2022-05-23,rejected,placeholder.com,1094
2036,5769,usr273@gt.edu,usr776@gt.edu,2022-05-17,2022-05-26,accepted,placeholder.com,1095
2037,4399,usr273@gt.edu,usr596@gt.edu,2022-05-04,,unacccepted,placeholder.com,1096
2038,7161,usr273@gt.edu,usr965@gt.edu,2022-04-25,2022-06-09,accepted,placeholder.com,1097
2040,3564,usr273@gt.edu,usr483@gt.edu,2022-04-18,2022-04-28,rejected,placeholder.com,1098
2041,4838,usr273@gt.edu,usr653@gt.edu,2022-04-19,2022-04-22,rejected,placeholder.com,1099
2042,5964,usr273@gt.edu,usr802@gt.edu,2022-05-25,,unacccepted,placeholder.com,1100
2042,5980,usr273@gt.edu,usr803@gt.edu,2022-04-22,2022-04-29,rejected,placeholder.com,1101
2042,7066,usr273@gt.edu,usr951@gt.edu,2022-05-06,2022-05-24,rejected,placeholder.com,1102
2047,4133,usr274@gt.edu,usr559@gt.edu,2022-05-19,2022-05-20,rejected,placeholder.com,1103
2048,1195,usr274@gt.edu,usr161@gt.edu,2022-05-10,2022-05-31,accepted,placeholder.com,1104
2049,3152,usr274@gt.edu,usr421@gt.edu,2022-04-21,2022-05-27,accepted,placeholder.com,1105
2055,6304,usr275@gt.edu,usr848@gt.edu,2022-05-06,2022-05-13,accepted,placeholder.com,1106
2056,1431,usr275@gt.edu,usr193@gt.edu,2022-05-25,,unacccepted,placeholder.com,1107
2061,6026,usr275@gt.edu,usr809@gt.edu,2022-05-04,2022-05-31,accepted,placeholder.com,1108
2062,18,usr275@gt.edu,usr005@gt.edu,2022-05-03,2022-06-07,rejected,placeholder.com,1109
2065,3698,usr276@gt.edu,usr502@gt.edu,2022-04-26,2022-06-10,accepted,placeholder.com,1110
2066,910,usr276@gt.edu,usr120@gt.edu,2022-05-31,2022-06-03,accepted,placeholder.com,1111
2066,6474,usr276@gt.edu,usr873@gt.edu,2022-04-25,2022-05-31,rejected,placeholder.com,1112
2069,4368,usr277@gt.edu,usr591@gt.edu,2022-04-19,2022-05-04,accepted,placeholder.com,1113
2070,2913,usr277@gt.edu,usr390@gt.edu,2022-04-27,2022-05-12,accepted,placeholder.com,1114
2071,6017,usr277@gt.edu,usr807@gt.edu,2022-05-25,,unacccepted,placeholder.com,1115
2072,3517,usr277@gt.edu,usr477@gt.edu,2022-04-20,,unacccepted,placeholder.com,1116
2073,3232,usr277@gt.edu,usr434@gt.edu,2022-04-21,2022-04-22,accepted,placeholder.com,1117
2074,3109,usr278@gt.edu,usr414@gt.edu,2022-04-15,2022-06-03,rejected,placeholder.com,1118
2076,930,usr278@gt.edu,usr124@gt.edu,2022-04-27,2022-05-27,rejected,placeholder.com,1119
2079,49,usr278@gt.edu,usr008@gt.edu,2022-04-19,2022-05-05,accepted,placeholder.com,1120
2080,3979,usr278@gt.edu,usr536@gt.edu,2022-05-18,,unacccepted,placeholder.com,1121
2082,1328,usr278@gt.edu,usr180@gt.edu,2022-05-04,2022-05-25,rejected,placeholder.com,1122
2083,4803,usr279@gt.edu,usr649@gt.edu,2022-05-06,,unacccepted,placeholder.com,1123
2085,3836,usr279@gt.edu,usr518@gt.edu,2022-05-25,,unacccepted,placeholder.com,1124
2086,5872,usr279@gt.edu,usr789@gt.edu,2022-04-20,,unacccepted,placeholder.com,1125
2088,4017,usr280@gt.edu,usr542@gt.edu,2022-05-12,,unacccepted,placeholder.com,1126
2094,7079,usr280@gt.edu,usr953@gt.edu,2022-05-10,2022-05-18,accepted,placeholder.com,1127
2095,1527,usr280@gt.edu,usr204@gt.edu,2022-04-15,,unacccepted,placeholder.com,1128
2096,5621,usr281@gt.edu,usr756@gt.edu,2022-04-21,2022-04-29,accepted,placeholder.com,1129
2097,5992,usr281@gt.edu,usr804@gt.edu,2022-04-18,2022-04-19,rejected,placeholder.com,1130
2099,1404,usr281@gt.edu,usr189@gt.edu,2022-04-19,2022-05-30,accepted,placeholder.com,1131
2101,6691,usr281@gt.edu,usr902@gt.edu,2022-05-05,2022-05-31,accepted,placeholder.com,1132
2107,6613,usr282@gt.edu,usr891@gt.edu,2022-04-20,2022-05-12,rejected,placeholder.com,1133
2107,7323,usr282@gt.edu,usr987@gt.edu,2022-05-16,2022-05-23,accepted,placeholder.com,1134
2109,3134,usr282@gt.edu,usr418@gt.edu,2022-04-19,2022-04-25,accepted,placeholder.com,1135
2110,6621,usr283@gt.edu,usr893@gt.edu,2022-04-21,2022-05-06,accepted,placeholder.com,1136
2111,2343,usr283@gt.edu,usr316@gt.edu,2022-04-15,2022-05-03,rejected,placeholder.com,1137
2111,3087,usr283@gt.edu,usr412@gt.edu,2022-06-01,,unacccepted,placeholder.com,1138
2114,1064,usr283@gt.edu,usr145@gt.edu,2022-04-22,,unacccepted,placeholder.com,1139
2116,3189,usr284@gt.edu,usr428@gt.edu,2022-06-06,,unacccepted,placeholder.com,1140
2116,6749,usr284@gt.edu,usr910@gt.edu,2022-04-15,2022-04-21,rejected,placeholder.com,1141
2121,1904,usr284@gt.edu,usr255@gt.edu,2022-04-18,2022-05-23,accepted,placeholder.com,1142
2122,2587,usr284@gt.edu,usr351@gt.edu,2022-06-02,2022-06-10,accepted,placeholder.com,1143
2123,2324,usr284@gt.edu,usr314@gt.edu,2022-05-18,2022-06-01,rejected,placeholder.com,1144
2124,7257,usr284@gt.edu,usr979@gt.edu,2022-04-22,2022-06-09,accepted,placeholder.com,1145
2126,3431,usr284@gt.edu,usr464@gt.edu,2022-05-19,2022-05-26,accepted,placeholder.com,1146
2128,1557,usr285@gt.edu,usr207@gt.edu,2022-04-15,,unacccepted,placeholder.com,1147
2130,5544,usr285@gt.edu,usr746@gt.edu,2022-04-29,2022-06-13,accepted,placeholder.com,1148
2131,3229,usr285@gt.edu,usr434@gt.edu,2022-04-18,2022-05-09,accepted,placeholder.com,1149
2140,4679,usr286@gt.edu,usr634@gt.edu,2022-04-15,,unacccepted,placeholder.com,1150
2143,6678,usr287@gt.edu,usr900@gt.edu,2022-04-18,2022-05-02,accepted,placeholder.com,1151
2144,4993,usr287@gt.edu,usr674@gt.edu,2022-06-14,,unacccepted,placeholder.com,1152
2145,6853,usr287@gt.edu,usr926@gt.edu,2022-04-19,2022-05-31,accepted,placeholder.com,1153
2146,1025,usr287@gt.edu,usr139@gt.edu,2022-05-19,2022-06-08,rejected,placeholder.com,1154
2148,2539,usr287@gt.edu,usr343@gt.edu,2022-04-15,2022-04-20,rejected,placeholder.com,1155
2148,5924,usr287@gt.edu,usr796@gt.edu,2022-04-21,2022-04-25,accepted,placeholder.com,1156
2150,1464,usr288@gt.edu,usr196@gt.edu,2022-04-21,2022-05-11,rejected,placeholder.com,1157
2150,5431,usr288@gt.edu,usr733@gt.edu,2022-06-03,,unacccepted,placeholder.com,1158
2150,5830,usr288@gt.edu,usr782@gt.edu,2022-05-16,2022-05-19,rejected,placeholder.com,1159
2151,6380,usr288@gt.edu,usr858@gt.edu,2022-05-05,2022-05-11,accepted,placeholder.com,1160
2155,2455,usr289@gt.edu,usr333@gt.edu,2022-04-25,2022-06-07,rejected,placeholder.com,1161
2156,5722,usr289@gt.edu,usr769@gt.edu,2022-05-12,2022-05-18,rejected,placeholder.com,1162
2160,3796,usr289@gt.edu,usr514@gt.edu,2022-05-05,,unacccepted,placeholder.com,1163
2161,3379,usr289@gt.edu,usr456@gt.edu,2022-06-03,2022-06-06,rejected,placeholder.com,1164
2161,3807,usr289@gt.edu,usr515@gt.edu,2022-04-18,2022-05-24,rejected,placeholder.com,1165
2162,78,usr290@gt.edu,usr011@gt.edu,2022-04-25,2022-05-24,accepted,placeholder.com,1166
2163,1726,usr290@gt.edu,usr229@gt.edu,2022-04-15,2022-05-04,accepted,placeholder.com,1167
2167,6998,usr291@gt.edu,usr944@gt.edu,2022-04-26,2022-06-08,accepted,placeholder.com,1168
2170,3641,usr291@gt.edu,usr495@gt.edu,2022-06-10,,unacccepted,placeholder.com,1169
2170,4991,usr291@gt.edu,usr674@gt.edu,2022-04-20,2022-05-06,rejected,placeholder.com,1170
2171,5049,usr291@gt.edu,usr681@gt.edu,2022-04-15,2022-04-21,accepted,placeholder.com,1171
2172,2787,usr292@gt.edu,usr375@gt.edu,2022-05-16,2022-06-09,rejected,placeholder.com,1172
2173,2100,usr292@gt.edu,usr281@gt.edu,2022-04-29,2022-05-18,accepted,placeholder.com,1173
2173,5884,usr292@gt.edu,usr791@gt.edu,2022-04-15,2022-04-21,rejected,placeholder.com,1174
2175,5744,usr292@gt.edu,usr772@gt.edu,2022-04-18,,unacccepted,placeholder.com,1175
2176,6577,usr292@gt.edu,usr887@gt.edu,2022-05-06,2022-06-01,accepted,placeholder.com,1176
2177,1792,usr293@gt.edu,usr239@gt.edu,2022-04-28,,unacccepted,placeholder.com,1177
2178,7154,usr293@gt.edu,usr964@gt.edu,2022-04-22,2022-05-20,accepted,placeholder.com,1178
2179,1820,usr293@gt.edu,usr242@gt.edu,2022-04-15,2022-04-26,accepted,placeholder.com,1179
2180,2664,usr293@gt.edu,usr360@gt.edu,2022-04-25,2022-06-01,rejected,placeholder.com,1180
2186,5388,usr294@gt.edu,usr727@gt.edu,2022-05-12,2022-05-30,rejected,placeholder.com,1181
2187,3765,usr294@gt.edu,usr510@gt.edu,2022-04-19,2022-04-20,accepted,placeholder.com,1182
2190,3885,usr294@gt.edu,usr524@gt.edu,2022-05-02,2022-06-02,rejected,placeholder.com,1183
2192,4805,usr295@gt.edu,usr649@gt.edu,2022-05-19,,unacccepted,placeholder.com,1184
2193,560,usr295@gt.edu,usr078@gt.edu,2022-04-15,2022-06-02,accepted,placeholder.com,1185
2195,2409,usr295@gt.edu,usr325@gt.edu,2022-04-20,2022-06-13,rejected,placeholder.com,1186
2196,5789,usr296@gt.edu,usr778@gt.edu,2022-04-27,,unacccepted,placeholder.com,1187
2198,5354,usr296@gt.edu,usr723@gt.edu,2022-04-19,2022-05-20,accepted,placeholder.com,1188
2199,1599,usr296@gt.edu,usr213@gt.edu,2022-05-02,,unacccepted,placeholder.com,1189
2200,3827,usr296@gt.edu,usr517@gt.edu,2022-04-22,2022-04-25,accepted,placeholder.com,1190
2201,61,usr296@gt.edu,usr009@gt.edu,2022-04-15,2022-06-02,rejected,placeholder.com,1191
2208,3013,usr297@gt.edu,usr403@gt.edu,2022-05-03,2022-06-08,accepted,placeholder.com,1192
2212,1539,usr297@gt.edu,usr205@gt.edu,2022-06-01,,unacccepted,placeholder.com,1193
2213,4989,usr297@gt.edu,usr674@gt.edu,2022-04-15,2022-04-20,accepted,placeholder.com,1194
2214,5803,usr298@gt.edu,usr779@gt.edu,2022-05-06,,unacccepted,placeholder.com,1195
2214,7321,usr298@gt.edu,usr987@gt.edu,2022-04-21,2022-05-03,rejected,placeholder.com,1196
2216,2605,usr298@gt.edu,usr354@gt.edu,2022-04-18,2022-05-16,accepted,placeholder.com,1197
2220,5937,usr299@gt.edu,usr797@gt.edu,2022-04-26,,unacccepted,placeholder.com,1198
2221,3825,usr299@gt.edu,usr517@gt.edu,2022-04-21,2022-04-25,rejected,placeholder.com,1199
2221,6880,usr299@gt.edu,usr929@gt.edu,2022-06-08,,unacccepted,placeholder.com,1200
2227,387,usr299@gt.edu,usr054@gt.edu,2022-04-15,2022-05-03,rejected,placeholder.com,1201
2228,5578,usr299@gt.edu,usr751@gt.edu,2022-04-18,2022-05-24,accepted,placeholder.com,1202
2229,2412,usr299@gt.edu,usr326@gt.edu,2022-06-06,,unacccepted,placeholder.com,1203
2230,6738,usr300@gt.edu,usr908@gt.edu,2022-04-15,2022-04-28,accepted,placeholder.com,1204
2231,3467,usr300@gt.edu,usr470@gt.edu,2022-04-18,2022-05-18,rejected,placeholder.com,1205
2232,5977,usr300@gt.edu,usr803@gt.edu,2022-04-19,2022-04-21,accepted,placeholder.com,1206
2234,4951,usr301@gt.edu,usr668@gt.edu,2022-05-03,2022-05-11,rejected,placeholder.com,1207
2235,3297,usr301@gt.edu,usr445@gt.edu,2022-04-25,2022-05-11,rejected,placeholder.com,1208
2236,5050,usr301@gt.edu,usr681@gt.edu,2022-04-15,2022-04-26,accepted,placeholder.com,1209
2239,2473,usr301@gt.edu,usr335@gt.edu,2022-05-13,2022-05-20,accepted,placeholder.com,1210
2242,3550,usr302@gt.edu,usr482@gt.edu,2022-04-15,2022-05-25,accepted,placeholder.com,1211
2243,1382,usr302@gt.edu,usr186@gt.edu,2022-04-27,2022-04-28,accepted,placeholder.com,1212
2245,4022,usr302@gt.edu,usr544@gt.edu,2022-05-23,,unacccepted,placeholder.com,1213
2246,2876,usr302@gt.edu,usr386@gt.edu,2022-06-06,2022-06-07,accepted,placeholder.com,1214
2249,3568,usr302@gt.edu,usr484@gt.edu,2022-04-29,2022-06-01,rejected,placeholder.com,1215
2250,144,usr303@gt.edu,usr021@gt.edu,2022-04-20,2022-05-12,rejected,placeholder.com,1216
2250,6574,usr303@gt.edu,usr886@gt.edu,2022-05-12,2022-05-19,accepted,placeholder.com,1217
2251,80,usr303@gt.edu,usr011@gt.edu,2022-04-15,2022-05-04,accepted,placeholder.com,1218
2254,5942,usr304@gt.edu,usr798@gt.edu,2022-04-15,2022-04-28,accepted,placeholder.com,1219
2255,1150,usr304@gt.edu,usr156@gt.edu,2022-04-19,2022-04-27,accepted,placeholder.com,1220
2258,665,usr304@gt.edu,usr089@gt.edu,2022-04-29,2022-05-04,rejected,placeholder.com,1221
2258,6088,usr304@gt.edu,usr818@gt.edu,2022-05-05,2022-06-01,rejected,placeholder.com,1222
2259,3418,usr305@gt.edu,usr461@gt.edu,2022-06-13,,unacccepted,placeholder.com,1223
2260,6025,usr305@gt.edu,usr809@gt.edu,2022-05-11,,unacccepted,placeholder.com,1224
2261,421,usr305@gt.edu,usr057@gt.edu,2022-05-25,,unacccepted,placeholder.com,1225
2262,6617,usr305@gt.edu,usr892@gt.edu,2022-04-27,,unacccepted,placeholder.com,1226
2264,6389,usr306@gt.edu,usr860@gt.edu,2022-04-22,2022-05-18,rejected,placeholder.com,1227
2265,4786,usr306@gt.edu,usr647@gt.edu,2022-04-19,2022-04-20,accepted,placeholder.com,1228
2266,5103,usr306@gt.edu,usr687@gt.edu,2022-04-15,2022-05-26,accepted,placeholder.com,1229
2267,6311,usr306@gt.edu,usr850@gt.edu,2022-04-26,2022-05-10,rejected,placeholder.com,1230
2269,6755,usr307@gt.edu,usr910@gt.edu,2022-04-25,2022-04-27,accepted,placeholder.com,1231
2270,656,usr307@gt.edu,usr088@gt.edu,2022-04-27,2022-05-12,accepted,placeholder.com,1232
2271,3079,usr307@gt.edu,usr410@gt.edu,2022-04-18,,unacccepted,placeholder.com,1233
2272,6082,usr308@gt.edu,usr817@gt.edu,2022-04-18,2022-04-25,accepted,placeholder.com,1234
2273,4927,usr308@gt.edu,usr665@gt.edu,2022-04-15,2022-06-06,accepted,placeholder.com,1235
2275,1352,usr308@gt.edu,usr183@gt.edu,2022-04-21,2022-05-06,accepted,placeholder.com,1236
2276,5011,usr308@gt.edu,usr677@gt.edu,2022-04-29,2022-05-04,rejected,placeholder.com,1237
2280,1947,usr308@gt.edu,usr261@gt.edu,2022-04-25,2022-04-28,accepted,placeholder.com,1238
2282,2534,usr309@gt.edu,usr343@gt.edu,2022-05-19,2022-06-07,rejected,placeholder.com,1239
2283,3687,usr309@gt.edu,usr501@gt.edu,2022-04-15,2022-05-09,accepted,placeholder.com,1240
2284,2717,usr309@gt.edu,usr366@gt.edu,2022-04-18,,unacccepted,placeholder.com,1241
2286,4936,usr309@gt.edu,usr666@gt.edu,2022-06-03,,unacccepted,placeholder.com,1242
2287,1069,usr309@gt.edu,usr145@gt.edu,2022-05-09,2022-05-12,accepted,placeholder.com,1243
2288,6728,usr309@gt.edu,usr907@gt.edu,2022-05-02,,unacccepted,placeholder.com,1244
2291,1239,usr310@gt.edu,usr166@gt.edu,2022-04-18,2022-05-09,accepted,placeholder.com,1245
2292,2008,usr310@gt.edu,usr270@gt.edu,2022-04-27,,unacccepted,placeholder.com,1246
2294,270,usr310@gt.edu,usr039@gt.edu,2022-04-15,2022-04-26,rejected,placeholder.com,1247
2294,1844,usr310@gt.edu,usr246@gt.edu,2022-04-29,2022-05-11,accepted,placeholder.com,1248
2299,216,usr311@gt.edu,usr031@gt.edu,2022-04-15,,unacccepted,placeholder.com,1249
2301,5020,usr311@gt.edu,usr678@gt.edu,2022-04-20,2022-05-13,accepted,placeholder.com,1250
2303,2290,usr311@gt.edu,usr309@gt.edu,2022-04-19,2022-05-11,accepted,placeholder.com,1251
2304,6049,usr311@gt.edu,usr812@gt.edu,2022-05-04,2022-05-16,accepted,placeholder.com,1252
2306,3404,usr312@gt.edu,usr459@gt.edu,2022-05-25,2022-06-01,rejected,placeholder.com,1253
2308,142,usr312@gt.edu,usr021@gt.edu,2022-04-19,2022-05-03,accepted,placeholder.com,1254
2310,2682,usr313@gt.edu,usr362@gt.edu,2022-04-27,2022-05-18,rejected,placeholder.com,1255
2311,4724,usr313@gt.edu,usr639@gt.edu,2022-04-18,2022-05-10,accepted,placeholder.com,1256
2312,829,usr313@gt.edu,usr109@gt.edu,2022-05-13,2022-05-19,accepted,placeholder.com,1257
2321,1586,usr314@gt.edu,usr211@gt.edu,2022-04-20,2022-05-30,accepted,placeholder.com,1258
2322,4192,usr314@gt.edu,usr566@gt.edu,2022-05-30,2022-06-02,rejected,placeholder.com,1259
2326,712,usr314@gt.edu,usr094@gt.edu,2022-04-25,2022-05-02,accepted,placeholder.com,1260
2331,3908,usr315@gt.edu,usr527@gt.edu,2022-04-18,,unacccepted,placeholder.com,1261
2332,494,usr315@gt.edu,usr067@gt.edu,2022-05-26,,unacccepted,placeholder.com,1262
2333,2609,usr315@gt.edu,usr354@gt.edu,2022-05-04,2022-05-17,accepted,placeholder.com,1263
2335,6820,usr315@gt.edu,usr922@gt.edu,2022-04-21,2022-04-22,accepted,placeholder.com,1264
2342,6528,usr316@gt.edu,usr880@gt.edu,2022-04-15,2022-04-20,rejected,placeholder.com,1265
2344,6486,usr316@gt.edu,usr875@gt.edu,2022-04-18,2022-04-22,rejected,placeholder.com,1266
2350,6819,usr317@gt.edu,usr921@gt.edu,2022-04-29,2022-05-12,accepted,placeholder.com,1267
2352,3895,usr317@gt.edu,usr526@gt.edu,2022-05-13,2022-05-30,accepted,placeholder.com,1268
2352,4770,usr317@gt.edu,usr646@gt.edu,2022-05-03,2022-05-05,rejected,placeholder.com,1269
2353,2669,usr317@gt.edu,usr361@gt.edu,2022-04-15,2022-04-27,accepted,placeholder.com,1270
2356,2591,usr318@gt.edu,usr351@gt.edu,2022-05-31,2022-06-01,accepted,placeholder.com,1271
2357,4141,usr318@gt.edu,usr560@gt.edu,2022-06-08,,unacccepted,placeholder.com,1272
2360,1701,usr318@gt.edu,usr226@gt.edu,2022-04-22,2022-05-02,accepted,placeholder.com,1273
2363,846,usr319@gt.edu,usr112@gt.edu,2022-04-15,2022-05-02,accepted,placeholder.com,1274
2365,696,usr319@gt.edu,usr092@gt.edu,2022-05-16,2022-06-14,rejected,placeholder.com,1275
2367,7409,usr319@gt.edu,usr998@gt.edu,2022-05-31,2022-06-08,accepted,placeholder.com,1276
2368,2497,usr319@gt.edu,usr337@gt.edu,2022-06-09,,unacccepted,placeholder.com,1277
2370,7064,usr319@gt.edu,usr951@gt.edu,2022-04-20,2022-04-26,accepted,placeholder.com,1278
2373,152,usr320@gt.edu,usr022@gt.edu,2022-04-18,2022-05-16,accepted,placeholder.com,1279
2376,3350,usr320@gt.edu,usr452@gt.edu,2022-04-29,2022-06-01,rejected,placeholder.com,1280
2377,2520,usr320@gt.edu,usr340@gt.edu,2022-04-19,2022-05-10,accepted,placeholder.com,1281
2380,6487,usr320@gt.edu,usr875@gt.edu,2022-04-15,2022-04-25,accepted,placeholder.com,1282
2381,4019,usr320@gt.edu,usr543@gt.edu,2022-06-14,,unacccepted,placeholder.com,1283
2383,3307,usr321@gt.edu,usr446@gt.edu,2022-04-18,2022-04-21,rejected,placeholder.com,1284
2383,7417,usr321@gt.edu,usr999@gt.edu,2022-04-21,2022-05-24,rejected,placeholder.com,1285
2384,2259,usr321@gt.edu,usr305@gt.edu,2022-04-15,2022-05-18,rejected,placeholder.com,1286
2385,3128,usr321@gt.edu,usr417@gt.edu,2022-05-12,2022-06-13,accepted,placeholder.com,1287
