item_number	title	condition	description	email	type	card_count	platform	media
2357	A Butterfly in the District of Dreams	Unopened	Life a Little   Sekai Project	usr318@gt.edu	Computer Game		Windows	
2358	Kiba Trading Card Game 	Lightly Used	Upper Deck   	usr318@gt.edu	Collectible Card Game	509		
2359	Beasts and Bumpkins	Unopened	Worldweaver Ltd   Electronic Arts	usr318@gt.edu	Computer Game		Windows	
2360	Ace Ventura: The CD-Rom Game	Moderately Used	7th Level   Bomico Entertainment Software	usr318@gt.edu	Computer Game		macOS	
2361	Enclave	Heavily Used		usr318@gt.edu	Computer Game		macOS	
2362	Heresy: Kingdom Come	Like New	Last Unicorn Games   	usr319@gt.edu	Collectible Card Game	111		
2363	Project Zomboid	Unopened	The Indie Stone	usr319@gt.edu	Computer Game		Windows	
2364	Puyo Puyon Party	Lightly Used	Compile   Compile	usr319@gt.edu	Video Game		Nintendo	Game card
2365	Kane & Lynch: Dead Men	Unopened		usr319@gt.edu	Video Game		PlayStation	Optical disc
2366	Football Resurrection	Like New	Portal Games Ltd.   	usr319@gt.edu	Collectible Card Game	432		
2367	Minecraft: Story Mode	Lightly Used	Graphic adventure & interactive movie   Telltale Games	usr319@gt.edu	Video Game		Xbox	Optical disc
2368	Mega Man 10	Moderately Used	Action & Adventure   Inti Creates/Capcom	usr319@gt.edu	Video Game		Xbox	Optical disc
2369	StarCraft II: Heart of the Swarm	Unopened	Blizzard Entertainment	usr319@gt.edu	Computer Game		Windows	
2370	Silent Hunter 4: Wolves of the Pacific	Moderately Used	Ubisoft Bucharest   Ubisoft	usr319@gt.edu	Computer Game		Windows	
2371	Beasts and Bumpkins	Moderately Used	Worldweaver Ltd   Electronic Arts	usr319@gt.edu	Computer Game		Windows	
2372	Marvel: Ultimate Alliance	Lightly Used	Action RPG   Raven Software	usr320@gt.edu	Video Game		Xbox	Game card
2373	"Highlander: The Card Game	"	Moderately Used	Thunder Castle Games   	usr320@gt.edu	Collectible Card Game	214		
2374	Chariot	Lightly Used	Simulations Publications, Inc.  1975	usr320@gt.edu	Board Game			
2375	After...	Like New	Ciel	usr320@gt.edu	Computer Game		Windows	
2376	Saints Row IV	Moderately Used	Volition   Deep Silver, Spike Chunsoft	usr320@gt.edu	Computer Game		macOS	
2377	Battlelords	Damaged/Missing parts	New Millennium Entertainment   	usr320@gt.edu	Collectible Card Game	122		
2378	Blade Strangers	Like New	Studio Saizensen   Nicalis	usr320@gt.edu	Computer Game		Linux	
2379	Knock Out Whist (2-7 players)	Unopened	"Also called ""Trumps"", this is a simplified version of Whist, where the aim is to avoid elimination after each hand by winning at least one trick"	usr320@gt.edu	Playing Card Game			
2380	JoJo's Bizarre Adventure: Eyes of Heaven	Unopened	CyberConnect2   December 17, 2015	usr320@gt.edu	Video Game		PlayStation	Optical disc
2381	Dimps	Lightly Used	Namco Bandai Games   Unreleased	usr320@gt.edu	Video Game		Xbox	Optical disc
2382	Just Dance Kids 2	Like New	Land Ho!   	usr321@gt.edu	Video Game		PlayStation	Game card
2383	Pro Mahjong Kiwame 64	Damaged/Missing parts		usr321@gt.edu	Video Game		Nintendo	Game card
2384	Puyo Puyon Party	Unopened		usr321@gt.edu	Video Game		Nintendo	Game card
2385	Memories Off 6: T-wave	Moderately Used	Visual novel   5pb.	usr321@gt.edu	Video Game		Xbox	Cartridge
2386	World in Conflict: Soviet Assault	Lightly Used	Massive Entertainment   Sierra Entertainment (former), Ubisoft	usr321@gt.edu	Computer Game		Windows	
2387	Midnight Club: Los Angeles	Unopened	Racing   Rockstar San Diego	usr321@gt.edu	Video Game		Xbox	Optical disc
2388	Age of Empires	Lightly Used	Ensemble Studios   Microsoft Game Studios	usr322@gt.edu	Computer Game		Windows	
2389	Age of Wonders: Shadow Magic	Unopened		usr322@gt.edu	Computer Game		Windows	
2390	Audiosurf	Like New	Dylan Fitterer	usr322@gt.edu	Computer Game		Windows	
2391	Blood Wars	Unopened	TSR   	usr322@gt.edu	Collectible Card Game	110		
2392	Blitz (2-12 players)	Moderately Used	"A popular and casual/social card game, also known as ""Scat"", ""Thirty-One"", ""Ride the Bus"", and ""Blitz"""	usr322@gt.edu	Playing Card Game			
2393	Memories Off 6: T-wave	Lightly Used	Visual novel   5pb.	usr322@gt.edu	Video Game		Xbox	Cartridge
2394	Silent Hunter	Unopened	Aeon Electronic Entertainment   Strategic Simulations	usr323@gt.edu	Computer Game		Windows	
2395	Top of the Order 	Lightly Used	Donruss   	usr323@gt.edu	Collectible Card Game	443		
2396	Hatalom Kartyai Kartyajatak (AKA Power Cards Card Game)	Unopened	Beholder Kft.   	usr323@gt.edu	Collectible Card Game	72		
2397	Killer Instinct	Moderately Used		usr323@gt.edu	Collectible Card Game	165		
2398	"Wing Commander Collectible Trading Card Game	"	Unopened		usr323@gt.edu	Collectible Card Game	631		
2399	The Witcher 3: Wild Hunt	Like New	CD Projekt Red   Atari, Inc	usr324@gt.edu	Computer Game		Linux	
2400	BioShock Infinite	Moderately Used	Irrational Games   2K Games	usr324@gt.edu	Computer Game		Windows	
2401	"Wakfu Trading Card Game	"	Heavily Used	Ankama Games/Upper Deck   	usr324@gt.edu	Collectible Card Game	236		
2402	Marathon: Durandal	Like New	Action & Adventure   Freeverse	usr325@gt.edu	Video Game		Xbox	Game card
2403	Vortium 	Moderately Used	Domo Sur SRL   	usr325@gt.edu	Collectible Card Game	169		
2404	Epic Battle Fantasy 3	Moderately Used	Matt Roszak   Kupo Games	usr325@gt.edu	Computer Game		Windows	
2405	Donkey Kong card game	Damaged/Missing parts	Nintendo   	usr325@gt.edu	Collectible Card Game	142		
2406	German Whist (2 players)	Like New	An excellent Whist style game for two players. Each player has a hand of 13 cards, and the first phase involves each person playing a card in order to compete for the face up card from the top of the stock (the very first card shown is the trump suit); the winner gets that card, the loser gets the next face-down card	usr325@gt.edu	Playing Card Game			
2407	Mission Impossible	Damaged/Missing parts	Ocean Software   	usr325@gt.edu	Video Game		Nintendo	Cartridge
2408	Audiosurf	Lightly Used	Dylan Fitterer	usr325@gt.edu	Computer Game		Windows	
2409	NBA Live 2000	Heavily Used	EA Canada   	usr325@gt.edu	Video Game		Nintendo	Cartridge
2410	"Wakfu Trading Card Game	"	Damaged/Missing parts	Ankama Games/Upper Deck   	usr325@gt.edu	Collectible Card Game	236		
2411	A Game of Thrones: Genesis	Heavily Used	Cyanide   Focus Home Interactive	usr326@gt.edu	Computer Game		Windows	
2412	Trireme	Moderately Used	Battleline Publications  1979	usr326@gt.edu	Board Game			
2413	Kingdoms of Amalur: Reckoning	Like New	38 Studios, Big Huge Games   38 Studios, Electronic Arts	usr326@gt.edu	Computer Game		Windows	
2414	A City Sleeps	Damaged/Missing parts	Harmonix Music Systems, Inc	usr326@gt.edu	Computer Game		Linux	
2415	Arcadia Tribe	Like New		usr326@gt.edu	Collectible Card Game	523		
2416	Madden NFL 08	Damaged/Missing parts	Sports   EA Tiburon	usr326@gt.edu	Video Game		Xbox	Game card
2417	Age of Booty	Unopened	Certain Affinity   Capcom	usr326@gt.edu	Computer Game		Windows	
2418	Gasaraki Mission Director 	Unopened	Bandai   	usr327@gt.edu	Collectible Card Game	403		
2419	Games Publications Group	Lightly Used	1999  	usr327@gt.edu	Board Game			
2420	Air Conflicts: Vietnam	Unopened	Games Farm   bitComposer	usr327@gt.edu	Computer Game		Windows	
2421	Warcardz 	Heavily Used	Warmoves Inc.   	usr327@gt.edu	Collectible Card Game	738		
2422	Madballs in Babo: Invasion	Like New	Shooter   Playbrains	usr327@gt.edu	Video Game		Xbox	Optical disc
2423	Cricket Attax	Unopened	Topps   	usr327@gt.edu	Collectible Card Game	278		
2424	Sonic & Knuckles Collection	Like New	Sega PC   Sega	usr327@gt.edu	Computer Game		Linux	
2425	Troy	Like New		usr327@gt.edu	Board Game			
2426	The Misadventures of P.B. Winterbottom	Moderately Used	Puzzle & Trivia   The Odd Gentlemen	usr327@gt.edu	Video Game		Xbox	Cartridge
2427	Phalanx	Like New	Simulations Publications, Inc.  1971	usr328@gt.edu	Board Game			
2428	Austin Powers Collectible Card Game	Lightly Used	published by Decipher Inc.   	usr328@gt.edu	Collectible Card Game	405		
2429	Canasta (4 players)	Lightly Used	A game that became extremely popular in the 1950s, Canasta uses two standard decks, and is best in two-player partnerships	usr328@gt.edu	Playing Card Game			
2430	Age of Empires II: The African Kingdoms	Damaged/Missing parts	Ensemble Studios   Microsoft Game Studios	usr328@gt.edu	Computer Game		Windows	
2431	Silent Hunter 5: Battle of the Atlantic	Damaged/Missing parts	Ubisoft Bucharest   Ubisoft	usr328@gt.edu	Computer Game		Linux	
2432	"Highlander: The Card Game	"	Damaged/Missing parts	Thunder Castle Games   	usr328@gt.edu	Collectible Card Game	214		
2433	DC Studios	Damaged/Missing parts	SouthPeak Interactive   Sports/Soccer	usr328@gt.edu	Video Game		Nintendo	Cartridge
2434	Max: The Curse of Brotherhood	Heavily Used	Action & Adventure   Press Play	usr328@gt.edu	Video Game		Xbox	Optical disc
2435	Planetary Annihilation	Heavily Used		usr328@gt.edu	Computer Game		macOS	
2436	Madagascar: Escape 2 Africa	Unopened	Action   Papaya Studio	usr329@gt.edu	Video Game		Xbox	Optical disc
2437	EA Canada	Like New	EA Sports   Sports/Ice Hockey	usr329@gt.edu	Video Game		Nintendo	Cartridge
2438	A to Zap! Featuring the Sunbuddies	Damaged/Missing parts	ImageBuilder Software	usr329@gt.edu	Computer Game		Windows	
2439	SimCity 4	Damaged/Missing parts		usr329@gt.edu	Computer Game		macOS	
2440	Major League Baseball 2K12	Heavily Used	Sports   Visual Concepts	usr329@gt.edu	Video Game		Xbox	Optical disc
2441	3W	Heavily Used	1992  	usr330@gt.edu	Board Game			
2442	Arcadia Tribe	Unopened	published by Kadokawa   	usr330@gt.edu	Collectible Card Game	523		
2443	SWAT 3: Close Quarters Battle	Unopened	Sierra Northwest   Sierra Entertainment	usr330@gt.edu	Computer Game		Windows	
2444	Brothers in Arms: Hell's Highway	Moderately Used		usr331@gt.edu	Computer Game		Windows	
2445	BattleTech	Moderately Used	Wizards of the Coast   	usr331@gt.edu	Collectible Card Game	272		
2446	Palace (2-6 players)	Heavily Used	"Also called  ""Karma"" or ""Idiot"". A very light casual game, where the aim is to avoid being last to get rid of your cards"	usr331@gt.edu	Playing Card Game			
2447	Mega Man 9	Moderately Used	Action & Adventure   Inti Creates/Capcom	usr331@gt.edu	Video Game		Xbox	Optical disc
2448	Aliens Predator Collectible Card Game	Unopened	Alien vs. Predator science fiction horror franchises   	usr331@gt.edu	Collectible Card Game	36		
2449	Magic: The Gathering 2014	Moderately Used	Card & Board   Stainless Games	usr331@gt.edu	Video Game		Xbox	Optical disc
2450	NBA in the Zone 2JP	Moderately Used	KCEO   Konami	usr332@gt.edu	Video Game		Nintendo	Cartridge
2451	Aldnoah Zero	Unopened	based on the television and print series created by Olympus Knights and A-1 Pictures   	usr332@gt.edu	Collectible Card Game	78		
2452	AGEOD's American Civil War	Damaged/Missing parts	AGEOD   Matrix Games	usr332@gt.edu	Computer Game		macOS	
2453	"Duel Masters Trading Card Game	"	Like New	Wizards of the Coast/Takara   	usr333@gt.edu	Collectible Card Game	17		
2454	EA Canada	Unopened	EA Sports   Sports/Ice Hockey	usr333@gt.edu	Video Game		Nintendo	Cartridge
2455	Alpha Prime	Like New		usr333@gt.edu	Computer Game		Windows	
2456	Ace Combat 7: Skies Unknown	Like New		usr333@gt.edu	Computer Game		Linux	
2457	Game Designers' Workshop	Damaged/Missing parts	1978  	usr333@gt.edu	Board Game			
2458	Austin Powers Collectible Card Game	Damaged/Missing parts	published by Decipher Inc.   	usr333@gt.edu	Collectible Card Game	405		
2459	Vandaria Arkana 	Damaged/Missing parts		usr333@gt.edu	Collectible Card Game	709		
2460	Star Wars: The Old Republic	Unopened	BioWare   Electronic Arts, LucasArts	usr333@gt.edu	Computer Game		Linux	
2461	Spades (4 players)	Heavily Used	One of the better trick taking games for partnerships, and another classic after being invented and popularized in the USA in the 1930s	usr334@gt.edu	Playing Card Game			
2462	Initial D Collectible Card Game	Moderately Used	AEG   	usr334@gt.edu	Collectible Card Game	80		
2463	Jikkyou Powerful Pro Yakyuu 2012	Like New		usr334@gt.edu	Video Game		PlayStation	Game card
2464	Star Wars: The Old Republic	Like New	BioWare   Electronic Arts, LucasArts	usr335@gt.edu	Computer Game		Linux	
2465	Madden NFL 09	Like New	Sports   EA Tiburon	usr335@gt.edu	Video Game		Xbox	Game card
2466	Sorry! (game)	Moderately Used		usr335@gt.edu	Board Game			
2467	Queen of the Celts	Like New	Avalanche Press  2007	usr335@gt.edu	Board Game			
2468	Madagascar 3: The Video Game	Lightly Used	Action-adventure, Platformer   Monkey Bar Games	usr335@gt.edu	Video Game		Xbox	Cartridge
2469	Namco Museum 64	Unopened	Namco   	usr335@gt.edu	Video Game		Nintendo	Game card
2470	The Elder Scrolls V: Skyrim	Like New		usr335@gt.edu	Computer Game		Windows	
2471	Kamen Rider Battride War Sousei	Moderately Used	Bandai Namco Games   February 25, 2016	usr335@gt.edu	Video Game		PlayStation	Cartridge
2472	Cribbage (2 players)	Damaged/Missing parts	A classic card name based on card combinations worth points, with the aim of being first to 121 points, scored by pegging on a board	usr335@gt.edu	Playing Card Game			
2473	Accounting (video game)	Lightly Used	Crows Crows Crows	usr335@gt.edu	Computer Game		Windows	
2474	Sengoku	Lightly Used	Paradox Development Studios   Paradox Interactive	usr335@gt.edu	Computer Game		macOS	
2475	War of the Lance	Heavily Used		usr335@gt.edu	Computer Game		macOS	
2476	Phantom Doctrine	Heavily Used		usr336@gt.edu	Computer Game		Windows	
2477	Mickey no Racing Challenge USAJP	Damaged/Missing parts	Rare   Nintendo	usr336@gt.edu	Video Game		Nintendo	Game card
2478	A Day in the Woods	Damaged/Missing parts	RetroEpic Software	usr336@gt.edu	Computer Game		macOS	
2479	Quake 64	Lightly Used		usr336@gt.edu	Video Game		Nintendo	Game card
2480	Anno 2070	Damaged/Missing parts	Related Designs, Blue Byte   UbisoftAdded Achron	usr336@gt.edu	Computer Game		Windows	
2481	Dragoborne: Rise to Supremacy	Heavily Used		usr336@gt.edu	Collectible Card Game	576		
2482	Phantom Doctrine	Like New	CreativeForge Games   Good Shepherd Entertainment	usr336@gt.edu	Computer Game		Windows	
2483	Wheels of Aurelia	Damaged/Missing parts	Santa Ragione S.r.l.	usr336@gt.edu	Computer Game		Windows	
2484	Borderlands 3	Moderately Used	Gearbox Software   2K Games	usr336@gt.edu	Computer Game		Linux	
2485	Pixel Piracy	Like New	Quadro Delta   Re-Logic	usr336@gt.edu	Computer Game		Linux	
2486	Jass (2-4 players)	Like New	The national Swiss game, playable with two players or in partnerships. This is part of the Jass family which originated in the Netherlands	usr337@gt.edu	Playing Card Game			
2487	Papers, Please	Lightly Used	3909 LLC	usr337@gt.edu	Computer Game		Windows	
2488	Papers, Please	Lightly Used	3909 LLC	usr337@gt.edu	Computer Game		Windows	
2489	Multi-Racing ChampionshipJP	Heavily Used		usr337@gt.edu	Video Game		Nintendo	Optical disc
2490	Call of Cthulhu: Collectible Card Game	Moderately Used	Fantasy Flight Games   	usr337@gt.edu	Collectible Card Game	475		
2491	The Elder Scrolls III: Morrowind	Lightly Used		usr337@gt.edu	Computer Game		Windows	
2492	Monster Hunter Frontier G8	Damaged/Missing parts	Action role-playing, Expansion   Capcom	usr337@gt.edu	Video Game		Xbox	Game card
2493	Beam Breakers	Damaged/Missing parts		usr337@gt.edu	Computer Game		macOS	
2494	Marble Blast Ultra	Damaged/Missing parts	Action & Adventure   GarageGames	usr337@gt.edu	Video Game		Xbox	Optical disc
2495	Shadow of the Tomb Raider	Lightly Used	Eidos Montr�al   Square Enix	usr337@gt.edu	Computer Game		macOS	
2496	Axis Assassin	Damaged/Missing parts	Electronic Arts	usr337@gt.edu	Computer Game		Windows	
2497	Tomb Raider Collectible Card Game 	Like New	Precedence Entertainment   	usr337@gt.edu	Collectible Card Game	160		
2498	Age of Empires II: The Age of Kings	Heavily Used	Ensemble Studios   Microsoft Game Studios, Konami	usr338@gt.edu	Computer Game		Windows	
2499	Shadow of the Tomb Raider	Unopened	Eidos Montr�al   Square Enix	usr338@gt.edu	Computer Game		macOS	
2500	AssaultCube Reloaded (ACR)	Like New	AssaultCube Reloaded Task Force	usr338@gt.edu	Computer Game		Windows	
2501	Knights and Merchants: The Shattered Kingdom	Unopened	Joymania Entertainment   TopWare Interactive, Interactive Magic	usr338@gt.edu	Computer Game		macOS	
2502	Ace of Spades	Heavily Used	Jagex	usr338@gt.edu	Computer Game		Windows	
2503	Warcardz 	Lightly Used	Warmoves Inc.   	usr338@gt.edu	Collectible Card Game	738		
2504	Stronghold Legends	Unopened	Firefly Studios   2K Games	usr338@gt.edu	Computer Game		macOS	
2505	Metal Slug XX	Lightly Used	Classics   SNK	usr338@gt.edu	Video Game		Xbox	Optical disc
2506	A Bastard's Tale	Like New	No Pest Productions	usr338@gt.edu	Computer Game		Linux	
2507	Just Dance 2018	Lightly Used	Ubisoft Paris   	usr339@gt.edu	Video Game		PlayStation	Cartridge
2508	Knights and Merchants: The Shattered Kingdom	Moderately Used	Joymania Entertainment   TopWare Interactive, Interactive Magic	usr339@gt.edu	Computer Game		macOS	
2509	Audiosurf	Moderately Used	Dylan Fitterer	usr339@gt.edu	Computer Game		Windows	
2510	Minesweeper Flags	Moderately Used		usr340@gt.edu	Video Game		Xbox	Cartridge
2511	The Eye of Judgment 	Unopened	SCE Japan   	usr340@gt.edu	Collectible Card Game	493		
2512	Age of Conan	Moderately Used	Funcom	usr340@gt.edu	Computer Game		macOS	
2513	Accounting (video game)	Unopened	Crows Crows Crows	usr340@gt.edu	Computer Game		Windows	
2514	Madagascar Kartz	Heavily Used	Racing   Sidhe Interactive	usr340@gt.edu	Video Game		Xbox	Optical disc
2515	Wizards of Mickey 	Damaged/Missing parts	New Media Publishing   	usr340@gt.edu	Collectible Card Game	641		
2516	Marvel vs. Capcom Origins	Unopened	Fighting   Capcom/	usr340@gt.edu	Video Game		Xbox	Game card
2517	Fading Legions	Heavily Used	Avalanche Press  2002	usr340@gt.edu	Board Game			
2518	World of Warcraft: Legion	Like New	Blizzard Entertainment	usr340@gt.edu	Computer Game		macOS	
2519	Alan Wake	Unopened	Remedy Entertainment   Microsoft Game Studios, Remedy Entertainment, Nordic Games, E Frontier	usr340@gt.edu	Computer Game		macOS	
2520	Jurassic: The Hunted	Lightly Used	Cauldron HQ   	usr340@gt.edu	Video Game		PlayStation	Optical disc
2521	Jissen Pachi-Slot Hisshouhou! Hokuto no Ken F - Seikimatsu Kyuuseishu Densetsu	Heavily Used	Sega   May 31, 2012	usr341@gt.edu	Video Game		PlayStation	Optical disc
2522	Bastion	Moderately Used	Supergiant Games   Warner Bros. Interactive Entertainment	usr341@gt.edu	Computer Game		Windows	
2523	Madagascar: Escape 2 Africa	Lightly Used	Action   Papaya Studio	usr341@gt.edu	Video Game		Xbox	Optical disc
2524	Hayate the Combat Butler TCG 	Heavily Used	Konami   	usr342@gt.edu	Collectible Card Game	677		
