proposer_item_no,counterparty_item_no,proposer_email,counterparty_email,proposed_date,accept_reject_date,status,auto_trade_id
2178,7154,usr293@gt.edu,usr964@gt.edu,2022-04-22,2022-05-20,accepted,proposer_emailusr293@gt.educounterparty_emailusr964@gt.eduproposer_item_no2178counterparty_item_no7154
2179,1820,usr293@gt.edu,usr242@gt.edu,2022-04-15,2022-04-26,accepted,proposer_emailusr293@gt.educounterparty_emailusr242@gt.eduproposer_item_no2179counterparty_item_no1820
2180,2664,usr293@gt.edu,usr360@gt.edu,2022-04-25,2022-06-01,rejected,proposer_emailusr293@gt.educounterparty_emailusr360@gt.eduproposer_item_no2180counterparty_item_no2664
2186,5388,usr294@gt.edu,usr727@gt.edu,2022-05-12,2022-05-30,rejected,proposer_emailusr294@gt.educounterparty_emailusr727@gt.eduproposer_item_no2186counterparty_item_no5388
2187,3765,usr294@gt.edu,usr510@gt.edu,2022-04-19,2022-04-20,accepted,proposer_emailusr294@gt.educounterparty_emailusr510@gt.eduproposer_item_no2187counterparty_item_no3765
2190,3885,usr294@gt.edu,usr524@gt.edu,2022-05-02,2022-06-02,rejected,proposer_emailusr294@gt.educounterparty_emailusr524@gt.eduproposer_item_no2190counterparty_item_no3885
2192,4805,usr295@gt.edu,usr649@gt.edu,2022-05-19,NULL,unaccepted,proposer_emailusr295@gt.educounterparty_emailusr649@gt.eduproposer_item_no2192counterparty_item_no4805
2193,560,usr295@gt.edu,usr078@gt.edu,2022-04-15,2022-06-02,accepted,proposer_emailusr295@gt.educounterparty_emailusr078@gt.eduproposer_item_no2193counterparty_item_no560
2195,2409,usr295@gt.edu,usr325@gt.edu,2022-04-20,2022-06-13,rejected,proposer_emailusr295@gt.educounterparty_emailusr325@gt.eduproposer_item_no2195counterparty_item_no2409
2196,5789,usr296@gt.edu,usr778@gt.edu,2022-04-27,NULL,unaccepted,proposer_emailusr296@gt.educounterparty_emailusr778@gt.eduproposer_item_no2196counterparty_item_no5789
2198,5354,usr296@gt.edu,usr723@gt.edu,2022-04-19,2022-05-20,accepted,proposer_emailusr296@gt.educounterparty_emailusr723@gt.eduproposer_item_no2198counterparty_item_no5354
2199,1599,usr296@gt.edu,usr213@gt.edu,2022-05-02,NULL,unaccepted,proposer_emailusr296@gt.educounterparty_emailusr213@gt.eduproposer_item_no2199counterparty_item_no1599
2200,3827,usr296@gt.edu,usr517@gt.edu,2022-04-22,2022-04-25,accepted,proposer_emailusr296@gt.educounterparty_emailusr517@gt.eduproposer_item_no2200counterparty_item_no3827
2201,61,usr296@gt.edu,usr009@gt.edu,2022-04-15,2022-06-02,rejected,proposer_emailusr296@gt.educounterparty_emailusr009@gt.eduproposer_item_no2201counterparty_item_no61
2208,3013,usr297@gt.edu,usr403@gt.edu,2022-05-03,2022-06-08,accepted,proposer_emailusr297@gt.educounterparty_emailusr403@gt.eduproposer_item_no2208counterparty_item_no3013
2212,1539,usr297@gt.edu,usr205@gt.edu,2022-06-01,NULL,unaccepted,proposer_emailusr297@gt.educounterparty_emailusr205@gt.eduproposer_item_no2212counterparty_item_no1539
2213,4989,usr297@gt.edu,usr674@gt.edu,2022-04-15,2022-04-20,accepted,proposer_emailusr297@gt.educounterparty_emailusr674@gt.eduproposer_item_no2213counterparty_item_no4989
2214,5803,usr298@gt.edu,usr779@gt.edu,2022-05-06,NULL,unaccepted,proposer_emailusr298@gt.educounterparty_emailusr779@gt.eduproposer_item_no2214counterparty_item_no5803
2214,7321,usr298@gt.edu,usr987@gt.edu,2022-04-21,2022-05-03,rejected,proposer_emailusr298@gt.educounterparty_emailusr987@gt.eduproposer_item_no2214counterparty_item_no7321
2216,2605,usr298@gt.edu,usr354@gt.edu,2022-04-18,2022-05-16,accepted,proposer_emailusr298@gt.educounterparty_emailusr354@gt.eduproposer_item_no2216counterparty_item_no2605
2220,5937,usr299@gt.edu,usr797@gt.edu,2022-04-26,NULL,unaccepted,proposer_emailusr299@gt.educounterparty_emailusr797@gt.eduproposer_item_no2220counterparty_item_no5937
2221,3825,usr299@gt.edu,usr517@gt.edu,2022-04-21,2022-04-25,rejected,proposer_emailusr299@gt.educounterparty_emailusr517@gt.eduproposer_item_no2221counterparty_item_no3825
2221,6880,usr299@gt.edu,usr929@gt.edu,2022-06-08,NULL,unaccepted,proposer_emailusr299@gt.educounterparty_emailusr929@gt.eduproposer_item_no2221counterparty_item_no6880
2227,387,usr299@gt.edu,usr054@gt.edu,2022-04-15,2022-05-03,rejected,proposer_emailusr299@gt.educounterparty_emailusr054@gt.eduproposer_item_no2227counterparty_item_no387
2228,5578,usr299@gt.edu,usr751@gt.edu,2022-04-18,2022-05-24,accepted,proposer_emailusr299@gt.educounterparty_emailusr751@gt.eduproposer_item_no2228counterparty_item_no5578
2229,2412,usr299@gt.edu,usr326@gt.edu,2022-06-06,NULL,unaccepted,proposer_emailusr299@gt.educounterparty_emailusr326@gt.eduproposer_item_no2229counterparty_item_no2412
2230,6738,usr300@gt.edu,usr908@gt.edu,2022-04-15,2022-04-28,accepted,proposer_emailusr300@gt.educounterparty_emailusr908@gt.eduproposer_item_no2230counterparty_item_no6738
2231,3467,usr300@gt.edu,usr470@gt.edu,2022-04-18,2022-05-18,rejected,proposer_emailusr300@gt.educounterparty_emailusr470@gt.eduproposer_item_no2231counterparty_item_no3467
2232,5977,usr300@gt.edu,usr803@gt.edu,2022-04-19,2022-04-21,accepted,proposer_emailusr300@gt.educounterparty_emailusr803@gt.eduproposer_item_no2232counterparty_item_no5977
2234,4951,usr301@gt.edu,usr668@gt.edu,2022-05-03,2022-05-11,rejected,proposer_emailusr301@gt.educounterparty_emailusr668@gt.eduproposer_item_no2234counterparty_item_no4951
2235,3297,usr301@gt.edu,usr445@gt.edu,2022-04-25,2022-05-11,rejected,proposer_emailusr301@gt.educounterparty_emailusr445@gt.eduproposer_item_no2235counterparty_item_no3297
2236,5050,usr301@gt.edu,usr681@gt.edu,2022-04-15,2022-04-26,accepted,proposer_emailusr301@gt.educounterparty_emailusr681@gt.eduproposer_item_no2236counterparty_item_no5050
2239,2473,usr301@gt.edu,usr335@gt.edu,2022-05-13,2022-05-20,accepted,proposer_emailusr301@gt.educounterparty_emailusr335@gt.eduproposer_item_no2239counterparty_item_no2473
2242,3550,usr302@gt.edu,usr482@gt.edu,2022-04-15,2022-05-25,accepted,proposer_emailusr302@gt.educounterparty_emailusr482@gt.eduproposer_item_no2242counterparty_item_no3550
2243,1382,usr302@gt.edu,usr186@gt.edu,2022-04-27,2022-04-28,accepted,proposer_emailusr302@gt.educounterparty_emailusr186@gt.eduproposer_item_no2243counterparty_item_no1382
2245,4022,usr302@gt.edu,usr544@gt.edu,2022-05-23,NULL,unaccepted,proposer_emailusr302@gt.educounterparty_emailusr544@gt.eduproposer_item_no2245counterparty_item_no4022
2246,2876,usr302@gt.edu,usr386@gt.edu,2022-06-06,2022-06-07,accepted,proposer_emailusr302@gt.educounterparty_emailusr386@gt.eduproposer_item_no2246counterparty_item_no2876
2249,3568,usr302@gt.edu,usr484@gt.edu,2022-04-29,2022-06-01,rejected,proposer_emailusr302@gt.educounterparty_emailusr484@gt.eduproposer_item_no2249counterparty_item_no3568
2250,144,usr303@gt.edu,usr021@gt.edu,2022-04-20,2022-05-12,rejected,proposer_emailusr303@gt.educounterparty_emailusr021@gt.eduproposer_item_no2250counterparty_item_no144
2250,6574,usr303@gt.edu,usr886@gt.edu,2022-05-12,2022-05-19,accepted,proposer_emailusr303@gt.educounterparty_emailusr886@gt.eduproposer_item_no2250counterparty_item_no6574
2251,80,usr303@gt.edu,usr011@gt.edu,2022-04-15,2022-05-04,accepted,proposer_emailusr303@gt.educounterparty_emailusr011@gt.eduproposer_item_no2251counterparty_item_no80
2254,5942,usr304@gt.edu,usr798@gt.edu,2022-04-15,2022-04-28,accepted,proposer_emailusr304@gt.educounterparty_emailusr798@gt.eduproposer_item_no2254counterparty_item_no5942
2255,1150,usr304@gt.edu,usr156@gt.edu,2022-04-19,2022-04-27,accepted,proposer_emailusr304@gt.educounterparty_emailusr156@gt.eduproposer_item_no2255counterparty_item_no1150
2258,665,usr304@gt.edu,usr089@gt.edu,2022-04-29,2022-05-04,rejected,proposer_emailusr304@gt.educounterparty_emailusr089@gt.eduproposer_item_no2258counterparty_item_no665
2258,6088,usr304@gt.edu,usr818@gt.edu,2022-05-05,2022-06-01,rejected,proposer_emailusr304@gt.educounterparty_emailusr818@gt.eduproposer_item_no2258counterparty_item_no6088
2259,3418,usr305@gt.edu,usr461@gt.edu,2022-06-13,NULL,unaccepted,proposer_emailusr305@gt.educounterparty_emailusr461@gt.eduproposer_item_no2259counterparty_item_no3418
2260,6025,usr305@gt.edu,usr809@gt.edu,2022-05-11,NULL,unaccepted,proposer_emailusr305@gt.educounterparty_emailusr809@gt.eduproposer_item_no2260counterparty_item_no6025
2261,421,usr305@gt.edu,usr057@gt.edu,2022-05-25,NULL,unaccepted,proposer_emailusr305@gt.educounterparty_emailusr057@gt.eduproposer_item_no2261counterparty_item_no421
2262,6617,usr305@gt.edu,usr892@gt.edu,2022-04-27,NULL,unaccepted,proposer_emailusr305@gt.educounterparty_emailusr892@gt.eduproposer_item_no2262counterparty_item_no6617
2264,6389,usr306@gt.edu,usr860@gt.edu,2022-04-22,2022-05-18,rejected,proposer_emailusr306@gt.educounterparty_emailusr860@gt.eduproposer_item_no2264counterparty_item_no6389
2265,4786,usr306@gt.edu,usr647@gt.edu,2022-04-19,2022-04-20,accepted,proposer_emailusr306@gt.educounterparty_emailusr647@gt.eduproposer_item_no2265counterparty_item_no4786
2266,5103,usr306@gt.edu,usr687@gt.edu,2022-04-15,2022-05-26,accepted,proposer_emailusr306@gt.educounterparty_emailusr687@gt.eduproposer_item_no2266counterparty_item_no5103
2267,6311,usr306@gt.edu,usr850@gt.edu,2022-04-26,2022-05-10,rejected,proposer_emailusr306@gt.educounterparty_emailusr850@gt.eduproposer_item_no2267counterparty_item_no6311
2269,6755,usr307@gt.edu,usr910@gt.edu,2022-04-25,2022-04-27,accepted,proposer_emailusr307@gt.educounterparty_emailusr910@gt.eduproposer_item_no2269counterparty_item_no6755
2270,656,usr307@gt.edu,usr088@gt.edu,2022-04-27,2022-05-12,accepted,proposer_emailusr307@gt.educounterparty_emailusr088@gt.eduproposer_item_no2270counterparty_item_no656
2271,3079,usr307@gt.edu,usr410@gt.edu,2022-04-18,NULL,unaccepted,proposer_emailusr307@gt.educounterparty_emailusr410@gt.eduproposer_item_no2271counterparty_item_no3079
2272,6082,usr308@gt.edu,usr817@gt.edu,2022-04-18,2022-04-25,accepted,proposer_emailusr308@gt.educounterparty_emailusr817@gt.eduproposer_item_no2272counterparty_item_no6082
2273,4927,usr308@gt.edu,usr665@gt.edu,2022-04-15,2022-06-06,accepted,proposer_emailusr308@gt.educounterparty_emailusr665@gt.eduproposer_item_no2273counterparty_item_no4927
2275,1352,usr308@gt.edu,usr183@gt.edu,2022-04-21,2022-05-06,accepted,proposer_emailusr308@gt.educounterparty_emailusr183@gt.eduproposer_item_no2275counterparty_item_no1352
2276,5011,usr308@gt.edu,usr677@gt.edu,2022-04-29,2022-05-04,rejected,proposer_emailusr308@gt.educounterparty_emailusr677@gt.eduproposer_item_no2276counterparty_item_no5011
2280,1947,usr308@gt.edu,usr261@gt.edu,2022-04-25,2022-04-28,accepted,proposer_emailusr308@gt.educounterparty_emailusr261@gt.eduproposer_item_no2280counterparty_item_no1947
2282,2534,usr309@gt.edu,usr343@gt.edu,2022-05-19,2022-06-07,rejected,proposer_emailusr309@gt.educounterparty_emailusr343@gt.eduproposer_item_no2282counterparty_item_no2534
2283,3687,usr309@gt.edu,usr501@gt.edu,2022-04-15,2022-05-09,accepted,proposer_emailusr309@gt.educounterparty_emailusr501@gt.eduproposer_item_no2283counterparty_item_no3687
2284,2717,usr309@gt.edu,usr366@gt.edu,2022-04-18,NULL,unaccepted,proposer_emailusr309@gt.educounterparty_emailusr366@gt.eduproposer_item_no2284counterparty_item_no2717
2286,4936,usr309@gt.edu,usr666@gt.edu,2022-06-03,NULL,unaccepted,proposer_emailusr309@gt.educounterparty_emailusr666@gt.eduproposer_item_no2286counterparty_item_no4936
2287,1069,usr309@gt.edu,usr145@gt.edu,2022-05-09,2022-05-12,accepted,proposer_emailusr309@gt.educounterparty_emailusr145@gt.eduproposer_item_no2287counterparty_item_no1069
2288,6728,usr309@gt.edu,usr907@gt.edu,2022-05-02,NULL,unaccepted,proposer_emailusr309@gt.educounterparty_emailusr907@gt.eduproposer_item_no2288counterparty_item_no6728
2291,1239,usr310@gt.edu,usr166@gt.edu,2022-04-18,2022-05-09,accepted,proposer_emailusr310@gt.educounterparty_emailusr166@gt.eduproposer_item_no2291counterparty_item_no1239
2292,2008,usr310@gt.edu,usr270@gt.edu,2022-04-27,NULL,unaccepted,proposer_emailusr310@gt.educounterparty_emailusr270@gt.eduproposer_item_no2292counterparty_item_no2008
2294,270,usr310@gt.edu,usr039@gt.edu,2022-04-15,2022-04-26,rejected,proposer_emailusr310@gt.educounterparty_emailusr039@gt.eduproposer_item_no2294counterparty_item_no270
2294,1844,usr310@gt.edu,usr246@gt.edu,2022-04-29,2022-05-11,accepted,proposer_emailusr310@gt.educounterparty_emailusr246@gt.eduproposer_item_no2294counterparty_item_no1844
2299,216,usr311@gt.edu,usr031@gt.edu,2022-04-15,NULL,unaccepted,proposer_emailusr311@gt.educounterparty_emailusr031@gt.eduproposer_item_no2299counterparty_item_no216
2301,5020,usr311@gt.edu,usr678@gt.edu,2022-04-20,2022-05-13,accepted,proposer_emailusr311@gt.educounterparty_emailusr678@gt.eduproposer_item_no2301counterparty_item_no5020
2303,2290,usr311@gt.edu,usr309@gt.edu,2022-04-19,2022-05-11,accepted,proposer_emailusr311@gt.educounterparty_emailusr309@gt.eduproposer_item_no2303counterparty_item_no2290
2304,6049,usr311@gt.edu,usr812@gt.edu,2022-05-04,2022-05-16,accepted,proposer_emailusr311@gt.educounterparty_emailusr812@gt.eduproposer_item_no2304counterparty_item_no6049
2306,3404,usr312@gt.edu,usr459@gt.edu,2022-05-25,2022-06-01,rejected,proposer_emailusr312@gt.educounterparty_emailusr459@gt.eduproposer_item_no2306counterparty_item_no3404
2308,142,usr312@gt.edu,usr021@gt.edu,2022-04-19,2022-05-03,accepted,proposer_emailusr312@gt.educounterparty_emailusr021@gt.eduproposer_item_no2308counterparty_item_no142
2310,2682,usr313@gt.edu,usr362@gt.edu,2022-04-27,2022-05-18,rejected,proposer_emailusr313@gt.educounterparty_emailusr362@gt.eduproposer_item_no2310counterparty_item_no2682
2311,4724,usr313@gt.edu,usr639@gt.edu,2022-04-18,2022-05-10,accepted,proposer_emailusr313@gt.educounterparty_emailusr639@gt.eduproposer_item_no2311counterparty_item_no4724
2312,829,usr313@gt.edu,usr109@gt.edu,2022-05-13,2022-05-19,accepted,proposer_emailusr313@gt.educounterparty_emailusr109@gt.eduproposer_item_no2312counterparty_item_no829
2321,1586,usr314@gt.edu,usr211@gt.edu,2022-04-20,2022-05-30,accepted,proposer_emailusr314@gt.educounterparty_emailusr211@gt.eduproposer_item_no2321counterparty_item_no1586
2322,4192,usr314@gt.edu,usr566@gt.edu,2022-05-30,2022-06-02,rejected,proposer_emailusr314@gt.educounterparty_emailusr566@gt.eduproposer_item_no2322counterparty_item_no4192
2326,712,usr314@gt.edu,usr094@gt.edu,2022-04-25,2022-05-02,accepted,proposer_emailusr314@gt.educounterparty_emailusr094@gt.eduproposer_item_no2326counterparty_item_no712
2331,3908,usr315@gt.edu,usr527@gt.edu,2022-04-18,NULL,unaccepted,proposer_emailusr315@gt.educounterparty_emailusr527@gt.eduproposer_item_no2331counterparty_item_no3908
2332,494,usr315@gt.edu,usr067@gt.edu,2022-05-26,NULL,unaccepted,proposer_emailusr315@gt.educounterparty_emailusr067@gt.eduproposer_item_no2332counterparty_item_no494
2333,2609,usr315@gt.edu,usr354@gt.edu,2022-05-04,2022-05-17,accepted,proposer_emailusr315@gt.educounterparty_emailusr354@gt.eduproposer_item_no2333counterparty_item_no2609
2335,6820,usr315@gt.edu,usr922@gt.edu,2022-04-21,2022-04-22,accepted,proposer_emailusr315@gt.educounterparty_emailusr922@gt.eduproposer_item_no2335counterparty_item_no6820
2342,6528,usr316@gt.edu,usr880@gt.edu,2022-04-15,2022-04-20,rejected,proposer_emailusr316@gt.educounterparty_emailusr880@gt.eduproposer_item_no2342counterparty_item_no6528
2344,6486,usr316@gt.edu,usr875@gt.edu,2022-04-18,2022-04-22,rejected,proposer_emailusr316@gt.educounterparty_emailusr875@gt.eduproposer_item_no2344counterparty_item_no6486
2350,6819,usr317@gt.edu,usr921@gt.edu,2022-04-29,2022-05-12,accepted,proposer_emailusr317@gt.educounterparty_emailusr921@gt.eduproposer_item_no2350counterparty_item_no6819
2352,3895,usr317@gt.edu,usr526@gt.edu,2022-05-13,2022-05-30,accepted,proposer_emailusr317@gt.educounterparty_emailusr526@gt.eduproposer_item_no2352counterparty_item_no3895
2352,4770,usr317@gt.edu,usr646@gt.edu,2022-05-03,2022-05-05,rejected,proposer_emailusr317@gt.educounterparty_emailusr646@gt.eduproposer_item_no2352counterparty_item_no4770
2353,2669,usr317@gt.edu,usr361@gt.edu,2022-04-15,2022-04-27,accepted,proposer_emailusr317@gt.educounterparty_emailusr361@gt.eduproposer_item_no2353counterparty_item_no2669
2356,2591,usr318@gt.edu,usr351@gt.edu,2022-05-31,2022-06-01,accepted,proposer_emailusr318@gt.educounterparty_emailusr351@gt.eduproposer_item_no2356counterparty_item_no2591
2357,4141,usr318@gt.edu,usr560@gt.edu,2022-06-08,NULL,unaccepted,proposer_emailusr318@gt.educounterparty_emailusr560@gt.eduproposer_item_no2357counterparty_item_no4141
2360,1701,usr318@gt.edu,usr226@gt.edu,2022-04-22,2022-05-02,accepted,proposer_emailusr318@gt.educounterparty_emailusr226@gt.eduproposer_item_no2360counterparty_item_no1701
2363,846,usr319@gt.edu,usr112@gt.edu,2022-04-15,2022-05-02,accepted,proposer_emailusr319@gt.educounterparty_emailusr112@gt.eduproposer_item_no2363counterparty_item_no846
2365,696,usr319@gt.edu,usr092@gt.edu,2022-05-16,2022-06-14,rejected,proposer_emailusr319@gt.educounterparty_emailusr092@gt.eduproposer_item_no2365counterparty_item_no696
2367,7409,usr319@gt.edu,usr998@gt.edu,2022-05-31,2022-06-08,accepted,proposer_emailusr319@gt.educounterparty_emailusr998@gt.eduproposer_item_no2367counterparty_item_no7409
2368,2497,usr319@gt.edu,usr337@gt.edu,2022-06-09,NULL,unaccepted,proposer_emailusr319@gt.educounterparty_emailusr337@gt.eduproposer_item_no2368counterparty_item_no2497
2370,7064,usr319@gt.edu,usr951@gt.edu,2022-04-20,2022-04-26,accepted,proposer_emailusr319@gt.educounterparty_emailusr951@gt.eduproposer_item_no2370counterparty_item_no7064
2373,152,usr320@gt.edu,usr022@gt.edu,2022-04-18,2022-05-16,accepted,proposer_emailusr320@gt.educounterparty_emailusr022@gt.eduproposer_item_no2373counterparty_item_no152
2376,3350,usr320@gt.edu,usr452@gt.edu,2022-04-29,2022-06-01,rejected,proposer_emailusr320@gt.educounterparty_emailusr452@gt.eduproposer_item_no2376counterparty_item_no3350
2377,2520,usr320@gt.edu,usr340@gt.edu,2022-04-19,2022-05-10,accepted,proposer_emailusr320@gt.educounterparty_emailusr340@gt.eduproposer_item_no2377counterparty_item_no2520
2380,6487,usr320@gt.edu,usr875@gt.edu,2022-04-15,2022-04-25,accepted,proposer_emailusr320@gt.educounterparty_emailusr875@gt.eduproposer_item_no2380counterparty_item_no6487
2381,4019,usr320@gt.edu,usr543@gt.edu,2022-06-14,NULL,unaccepted,proposer_emailusr320@gt.educounterparty_emailusr543@gt.eduproposer_item_no2381counterparty_item_no4019
2383,3307,usr321@gt.edu,usr446@gt.edu,2022-04-18,2022-04-21,rejected,proposer_emailusr321@gt.educounterparty_emailusr446@gt.eduproposer_item_no2383counterparty_item_no3307
2383,7417,usr321@gt.edu,usr999@gt.edu,2022-04-21,2022-05-24,rejected,proposer_emailusr321@gt.educounterparty_emailusr999@gt.eduproposer_item_no2383counterparty_item_no7417
2384,2259,usr321@gt.edu,usr305@gt.edu,2022-04-15,2022-05-18,rejected,proposer_emailusr321@gt.educounterparty_emailusr305@gt.eduproposer_item_no2384counterparty_item_no2259
2385,3128,usr321@gt.edu,usr417@gt.edu,2022-05-12,2022-06-13,accepted,proposer_emailusr321@gt.educounterparty_emailusr417@gt.eduproposer_item_no2385counterparty_item_no3128
2390,6254,usr322@gt.edu,usr840@gt.edu,2022-04-25,2022-04-26,accepted,proposer_emailusr322@gt.educounterparty_emailusr840@gt.eduproposer_item_no2390counterparty_item_no6254
2391,2958,usr322@gt.edu,usr395@gt.edu,2022-06-02,NULL,unaccepted,proposer_emailusr322@gt.educounterparty_emailusr395@gt.eduproposer_item_no2391counterparty_item_no2958
2392,2563,usr322@gt.edu,usr347@gt.edu,2022-04-21,2022-05-31,rejected,proposer_emailusr322@gt.educounterparty_emailusr347@gt.eduproposer_item_no2392counterparty_item_no2563
2394,2663,usr323@gt.edu,usr360@gt.edu,2022-06-13,NULL,unaccepted,proposer_emailusr323@gt.educounterparty_emailusr360@gt.eduproposer_item_no2394counterparty_item_no2663
2397,1668,usr323@gt.edu,usr220@gt.edu,2022-05-06,2022-05-09,accepted,proposer_emailusr323@gt.educounterparty_emailusr220@gt.eduproposer_item_no2397counterparty_item_no1668
