proposer_item_no,counterparty_item_no,proposer_email,counterparty_email,proposed_date,accept_reject_date,status,auto_trade_id,proposed_date1,accept_reject_date1
1445,5449,usr194@gt.edu,usr735@gt.edu,2022-04-18,2022-05-18,accepted,proposer_emailusr194@gt.educounterparty_emailusr735@gt.eduproposer_item_no1445counterparty_item_no5449,2022-04-18,2022-05-18
1446,20,usr194@gt.edu,usr005@gt.edu,2022-05-04,2022-05-11,accepted,proposer_emailusr194@gt.educounterparty_emailusr005@gt.eduproposer_item_no1446counterparty_item_no20,2022-05-04,2022-05-11
1447,2803,usr194@gt.edu,usr378@gt.edu,2022-05-23,NULL,unaccepted,proposer_emailusr194@gt.educounterparty_emailusr378@gt.eduproposer_item_no1447counterparty_item_no2803,2022-05-23,NULL
1449,1816,usr195@gt.edu,usr242@gt.edu,2022-04-22,2022-05-06,rejected,proposer_emailusr195@gt.educounterparty_emailusr242@gt.eduproposer_item_no1449counterparty_item_no1816,2022-04-22,2022-05-06
1450,6250,usr195@gt.edu,usr840@gt.edu,2022-04-28,2022-05-31,accepted,proposer_emailusr195@gt.educounterparty_emailusr840@gt.eduproposer_item_no1450counterparty_item_no6250,2022-04-28,2022-05-31
1451,903,usr195@gt.edu,usr120@gt.edu,2022-04-15,2022-04-28,rejected,proposer_emailusr195@gt.educounterparty_emailusr120@gt.eduproposer_item_no1451counterparty_item_no903,2022-04-15,2022-04-28
1453,5351,usr195@gt.edu,usr723@gt.edu,2022-04-19,2022-04-25,accepted,proposer_emailusr195@gt.educounterparty_emailusr723@gt.eduproposer_item_no1453counterparty_item_no5351,2022-04-19,2022-04-25
1455,2164,usr196@gt.edu,usr290@gt.edu,2022-04-15,2022-05-17,rejected,proposer_emailusr196@gt.educounterparty_emailusr290@gt.eduproposer_item_no1455counterparty_item_no2164,2022-04-15,2022-05-17
1456,4781,usr196@gt.edu,usr646@gt.edu,2022-05-02,2022-05-03,accepted,proposer_emailusr196@gt.educounterparty_emailusr646@gt.eduproposer_item_no1456counterparty_item_no4781,2022-05-02,2022-05-03
1457,4911,usr196@gt.edu,usr663@gt.edu,2022-05-05,2022-05-12,rejected,proposer_emailusr196@gt.educounterparty_emailusr663@gt.eduproposer_item_no1457counterparty_item_no4911,2022-05-05,2022-05-12
1462,3802,usr196@gt.edu,usr514@gt.edu,2022-05-09,2022-05-18,accepted,proposer_emailusr196@gt.educounterparty_emailusr514@gt.eduproposer_item_no1462counterparty_item_no3802,2022-05-09,2022-05-18
1467,1321,usr197@gt.edu,usr179@gt.edu,2022-04-15,2022-04-27,accepted,proposer_emailusr197@gt.educounterparty_emailusr179@gt.eduproposer_item_no1467counterparty_item_no1321,2022-04-15,2022-04-27
1468,4542,usr197@gt.edu,usr615@gt.edu,2022-04-28,NULL,unaccepted,proposer_emailusr197@gt.educounterparty_emailusr615@gt.eduproposer_item_no1468counterparty_item_no4542,2022-04-28,NULL
1469,1185,usr197@gt.edu,usr160@gt.edu,2022-05-25,NULL,unaccepted,proposer_emailusr197@gt.educounterparty_emailusr160@gt.eduproposer_item_no1469counterparty_item_no1185,2022-05-25,NULL
1469,6238,usr197@gt.edu,usr838@gt.edu,2022-04-20,2022-05-17,rejected,proposer_emailusr197@gt.educounterparty_emailusr838@gt.eduproposer_item_no1469counterparty_item_no6238,2022-04-20,2022-05-17
1472,2286,usr197@gt.edu,usr309@gt.edu,2022-05-13,2022-05-25,rejected,proposer_emailusr197@gt.educounterparty_emailusr309@gt.eduproposer_item_no1472counterparty_item_no2286,2022-05-13,2022-05-25
1472,4719,usr197@gt.edu,usr639@gt.edu,2022-05-27,2022-05-30,accepted,proposer_emailusr197@gt.educounterparty_emailusr639@gt.eduproposer_item_no1472counterparty_item_no4719,2022-05-27,2022-05-30
1475,1484,usr198@gt.edu,usr199@gt.edu,2022-05-17,2022-06-08,accepted,proposer_emailusr198@gt.educounterparty_emailusr199@gt.eduproposer_item_no1475counterparty_item_no1484,2022-05-17,2022-06-08
1476,1761,usr198@gt.edu,usr236@gt.edu,2022-05-16,2022-05-23,rejected,proposer_emailusr198@gt.educounterparty_emailusr236@gt.eduproposer_item_no1476counterparty_item_no1761,2022-05-16,2022-05-23
1477,4379,usr198@gt.edu,usr593@gt.edu,2022-04-18,2022-04-20,accepted,proposer_emailusr198@gt.educounterparty_emailusr593@gt.eduproposer_item_no1477counterparty_item_no4379,2022-04-18,2022-04-20
1478,990,usr198@gt.edu,usr133@gt.edu,2022-04-25,2022-05-27,accepted,proposer_emailusr198@gt.educounterparty_emailusr133@gt.eduproposer_item_no1478counterparty_item_no990,2022-04-25,2022-05-27
1479,3829,usr198@gt.edu,usr517@gt.edu,2022-04-21,2022-04-28,accepted,proposer_emailusr198@gt.educounterparty_emailusr517@gt.eduproposer_item_no1479counterparty_item_no3829,2022-04-21,2022-04-28
1481,3768,usr199@gt.edu,usr511@gt.edu,2022-04-29,2022-05-05,accepted,proposer_emailusr199@gt.educounterparty_emailusr511@gt.eduproposer_item_no1481counterparty_item_no3768,2022-04-29,2022-05-05
1482,6177,usr199@gt.edu,usr829@gt.edu,2022-04-19,NULL,unaccepted,proposer_emailusr199@gt.educounterparty_emailusr829@gt.eduproposer_item_no1482counterparty_item_no6177,2022-04-19,NULL
1485,4765,usr199@gt.edu,usr645@gt.edu,2022-05-02,2022-05-03,rejected,proposer_emailusr199@gt.educounterparty_emailusr645@gt.eduproposer_item_no1485counterparty_item_no4765,2022-05-02,2022-05-03
1486,1041,usr199@gt.edu,usr141@gt.edu,2022-04-15,2022-04-20,rejected,proposer_emailusr199@gt.educounterparty_emailusr141@gt.eduproposer_item_no1486counterparty_item_no1041,2022-04-15,2022-04-20
1486,3647,usr199@gt.edu,usr495@gt.edu,2022-06-07,NULL,unaccepted,proposer_emailusr199@gt.educounterparty_emailusr495@gt.eduproposer_item_no1486counterparty_item_no3647,2022-06-07,NULL
1486,4985,usr199@gt.edu,usr673@gt.edu,2022-04-26,2022-05-31,rejected,proposer_emailusr199@gt.educounterparty_emailusr673@gt.eduproposer_item_no1486counterparty_item_no4985,2022-04-26,2022-05-31
1489,6864,usr200@gt.edu,usr927@gt.edu,2022-04-25,2022-05-02,rejected,proposer_emailusr200@gt.educounterparty_emailusr927@gt.eduproposer_item_no1489counterparty_item_no6864,2022-04-25,2022-05-02
1490,456,usr200@gt.edu,usr062@gt.edu,2022-04-15,2022-04-20,accepted,proposer_emailusr200@gt.educounterparty_emailusr062@gt.eduproposer_item_no1490counterparty_item_no456,2022-04-15,2022-04-20
1492,7326,usr200@gt.edu,usr987@gt.edu,2022-05-30,2022-06-10,rejected,proposer_emailusr200@gt.educounterparty_emailusr987@gt.eduproposer_item_no1492counterparty_item_no7326,2022-05-30,2022-06-10
1493,933,usr200@gt.edu,usr125@gt.edu,2022-06-09,2022-06-14,accepted,proposer_emailusr200@gt.educounterparty_emailusr125@gt.eduproposer_item_no1493counterparty_item_no933,2022-06-09,2022-06-14
1493,5495,usr200@gt.edu,usr740@gt.edu,2022-05-18,2022-06-01,rejected,proposer_emailusr200@gt.educounterparty_emailusr740@gt.eduproposer_item_no1493counterparty_item_no5495,2022-05-18,2022-06-01
1494,775,usr200@gt.edu,usr102@gt.edu,2022-04-19,2022-05-13,rejected,proposer_emailusr200@gt.educounterparty_emailusr102@gt.eduproposer_item_no1494counterparty_item_no775,2022-04-19,2022-05-13
1495,1096,usr200@gt.edu,usr147@gt.edu,2022-05-05,NULL,unaccepted,proposer_emailusr200@gt.educounterparty_emailusr147@gt.eduproposer_item_no1495counterparty_item_no1096,2022-05-05,NULL
1496,1440,usr201@gt.edu,usr194@gt.edu,2022-04-18,2022-05-03,rejected,proposer_emailusr201@gt.educounterparty_emailusr194@gt.eduproposer_item_no1496counterparty_item_no1440,2022-04-18,2022-05-03
1497,2264,usr201@gt.edu,usr306@gt.edu,2022-05-19,NULL,unaccepted,proposer_emailusr201@gt.educounterparty_emailusr306@gt.eduproposer_item_no1497counterparty_item_no2264,2022-05-19,NULL
1498,4318,usr201@gt.edu,usr584@gt.edu,2022-05-05,2022-05-11,accepted,proposer_emailusr201@gt.educounterparty_emailusr584@gt.eduproposer_item_no1498counterparty_item_no4318,2022-05-05,2022-05-11
1499,3696,usr201@gt.edu,usr502@gt.edu,2022-04-27,NULL,unaccepted,proposer_emailusr201@gt.educounterparty_emailusr502@gt.eduproposer_item_no1499counterparty_item_no3696,2022-04-27,NULL
1501,7370,usr201@gt.edu,usr994@gt.edu,2022-04-15,2022-05-31,accepted,proposer_emailusr201@gt.educounterparty_emailusr994@gt.eduproposer_item_no1501counterparty_item_no7370,2022-04-15,2022-05-31
1502,845,usr201@gt.edu,usr112@gt.edu,2022-04-21,2022-04-27,accepted,proposer_emailusr201@gt.educounterparty_emailusr112@gt.eduproposer_item_no1502counterparty_item_no845,2022-04-21,2022-04-27
1503,3538,usr201@gt.edu,usr481@gt.edu,2022-05-12,2022-05-17,accepted,proposer_emailusr201@gt.educounterparty_emailusr481@gt.eduproposer_item_no1503counterparty_item_no3538,2022-05-12,2022-05-17
1505,6552,usr202@gt.edu,usr883@gt.edu,2022-04-19,2022-04-25,accepted,proposer_emailusr202@gt.educounterparty_emailusr883@gt.eduproposer_item_no1505counterparty_item_no6552,2022-04-19,2022-04-25
1507,2680,usr202@gt.edu,usr362@gt.edu,2022-05-26,2022-06-14,rejected,proposer_emailusr202@gt.educounterparty_emailusr362@gt.eduproposer_item_no1507counterparty_item_no2680,2022-05-26,2022-06-14
1507,6317,usr202@gt.edu,usr850@gt.edu,2022-04-22,2022-05-18,rejected,proposer_emailusr202@gt.educounterparty_emailusr850@gt.eduproposer_item_no1507counterparty_item_no6317,2022-04-22,2022-05-18
1509,1014,usr203@gt.edu,usr138@gt.edu,2022-04-25,NULL,unaccepted,proposer_emailusr203@gt.educounterparty_emailusr138@gt.eduproposer_item_no1509counterparty_item_no1014,2022-04-25,NULL
1510,3790,usr203@gt.edu,usr513@gt.edu,2022-06-01,NULL,unaccepted,proposer_emailusr203@gt.educounterparty_emailusr513@gt.eduproposer_item_no1510counterparty_item_no3790,2022-06-01,NULL
1516,4618,usr203@gt.edu,usr626@gt.edu,2022-05-03,2022-05-04,accepted,proposer_emailusr203@gt.educounterparty_emailusr626@gt.eduproposer_item_no1516counterparty_item_no4618,2022-05-03,2022-05-04
1517,1648,usr203@gt.edu,usr218@gt.edu,2022-05-20,2022-06-10,accepted,proposer_emailusr203@gt.educounterparty_emailusr218@gt.eduproposer_item_no1517counterparty_item_no1648,2022-05-20,2022-06-10
1518,3983,usr203@gt.edu,usr537@gt.edu,2022-04-15,2022-05-04,accepted,proposer_emailusr203@gt.educounterparty_emailusr537@gt.eduproposer_item_no1518counterparty_item_no3983,2022-04-15,2022-05-04
1522,1828,usr204@gt.edu,usr244@gt.edu,2022-04-21,2022-04-27,rejected,proposer_emailusr204@gt.educounterparty_emailusr244@gt.eduproposer_item_no1522counterparty_item_no1828,2022-04-21,2022-04-27
1524,707,usr204@gt.edu,usr093@gt.edu,2022-04-15,2022-06-07,rejected,proposer_emailusr204@gt.educounterparty_emailusr093@gt.eduproposer_item_no1524counterparty_item_no707,2022-04-15,2022-06-07
1525,1641,usr204@gt.edu,usr217@gt.edu,2022-04-22,2022-05-02,accepted,proposer_emailusr204@gt.educounterparty_emailusr217@gt.eduproposer_item_no1525counterparty_item_no1641,2022-04-22,2022-05-02
1526,2636,usr204@gt.edu,usr357@gt.edu,2022-04-25,2022-06-01,rejected,proposer_emailusr204@gt.educounterparty_emailusr357@gt.eduproposer_item_no1526counterparty_item_no2636,2022-04-25,2022-06-01
1531,6109,usr205@gt.edu,usr821@gt.edu,2022-04-15,2022-05-02,rejected,proposer_emailusr205@gt.educounterparty_emailusr821@gt.eduproposer_item_no1531counterparty_item_no6109,2022-04-15,2022-05-02
1533,1996,usr205@gt.edu,usr267@gt.edu,2022-05-20,NULL,unaccepted,proposer_emailusr205@gt.educounterparty_emailusr267@gt.eduproposer_item_no1533counterparty_item_no1996,2022-05-20,NULL
1535,230,usr205@gt.edu,usr034@gt.edu,2022-04-18,2022-06-08,accepted,proposer_emailusr205@gt.educounterparty_emailusr034@gt.eduproposer_item_no1535counterparty_item_no230,2022-04-18,2022-06-08
1537,729,usr205@gt.edu,usr096@gt.edu,2022-04-26,2022-04-27,rejected,proposer_emailusr205@gt.educounterparty_emailusr096@gt.eduproposer_item_no1537counterparty_item_no729,2022-04-26,2022-04-27
1539,6723,usr205@gt.edu,usr905@gt.edu,2022-04-28,2022-06-01,rejected,proposer_emailusr205@gt.educounterparty_emailusr905@gt.eduproposer_item_no1539counterparty_item_no6723,2022-04-28,2022-06-01
1541,6287,usr205@gt.edu,usr845@gt.edu,2022-05-18,2022-06-06,accepted,proposer_emailusr205@gt.educounterparty_emailusr845@gt.eduproposer_item_no1541counterparty_item_no6287,2022-05-18,2022-06-06
1542,4607,usr206@gt.edu,usr624@gt.edu,2022-05-06,NULL,unaccepted,proposer_emailusr206@gt.educounterparty_emailusr624@gt.eduproposer_item_no1542counterparty_item_no4607,2022-05-06,NULL
1544,422,usr206@gt.edu,usr057@gt.edu,2022-04-22,2022-06-06,accepted,proposer_emailusr206@gt.educounterparty_emailusr057@gt.eduproposer_item_no1544counterparty_item_no422,2022-04-22,2022-06-06
1545,3900,usr206@gt.edu,usr527@gt.edu,2022-05-02,2022-05-24,accepted,proposer_emailusr206@gt.educounterparty_emailusr527@gt.eduproposer_item_no1545counterparty_item_no3900,2022-05-02,2022-05-24
1547,4198,usr206@gt.edu,usr567@gt.edu,2022-04-29,2022-05-13,rejected,proposer_emailusr206@gt.educounterparty_emailusr567@gt.eduproposer_item_no1547counterparty_item_no4198,2022-04-29,2022-05-13
1548,2537,usr206@gt.edu,usr343@gt.edu,2022-06-02,2022-06-08,accepted,proposer_emailusr206@gt.educounterparty_emailusr343@gt.eduproposer_item_no1548counterparty_item_no2537,2022-06-02,2022-06-08
1549,3854,usr206@gt.edu,usr520@gt.edu,2022-04-15,2022-05-19,accepted,proposer_emailusr206@gt.educounterparty_emailusr520@gt.eduproposer_item_no1549counterparty_item_no3854,2022-04-15,2022-05-19
1554,5446,usr207@gt.edu,usr735@gt.edu,2022-04-21,2022-05-09,rejected,proposer_emailusr207@gt.educounterparty_emailusr735@gt.eduproposer_item_no1554counterparty_item_no5446,2022-04-21,2022-05-09
1556,1921,usr207@gt.edu,usr257@gt.edu,2022-04-20,2022-04-21,rejected,proposer_emailusr207@gt.educounterparty_emailusr257@gt.eduproposer_item_no1556counterparty_item_no1921,2022-04-20,2022-04-21
1556,5905,usr207@gt.edu,usr793@gt.edu,2022-05-03,NULL,unaccepted,proposer_emailusr207@gt.educounterparty_emailusr793@gt.eduproposer_item_no1556counterparty_item_no5905,2022-05-03,NULL
1558,6324,usr207@gt.edu,usr851@gt.edu,2022-04-19,2022-04-22,accepted,proposer_emailusr207@gt.educounterparty_emailusr851@gt.eduproposer_item_no1558counterparty_item_no6324,2022-04-19,2022-04-22
1560,635,usr208@gt.edu,usr086@gt.edu,2022-05-05,2022-05-16,accepted,proposer_emailusr208@gt.educounterparty_emailusr086@gt.eduproposer_item_no1560counterparty_item_no635,2022-05-05,2022-05-16
1561,1554,usr208@gt.edu,usr207@gt.edu,2022-05-10,2022-05-23,accepted,proposer_emailusr208@gt.educounterparty_emailusr207@gt.eduproposer_item_no1561counterparty_item_no1554,2022-05-10,2022-05-23
1563,3072,usr208@gt.edu,usr410@gt.edu,2022-05-17,NULL,unaccepted,proposer_emailusr208@gt.educounterparty_emailusr410@gt.eduproposer_item_no1563counterparty_item_no3072,2022-05-17,NULL
1564,5229,usr208@gt.edu,usr707@gt.edu,2022-05-03,2022-06-01,rejected,proposer_emailusr208@gt.educounterparty_emailusr707@gt.eduproposer_item_no1564counterparty_item_no5229,2022-05-03,2022-06-01
1564,5819,usr208@gt.edu,usr781@gt.edu,2022-06-09,NULL,unaccepted,proposer_emailusr208@gt.educounterparty_emailusr781@gt.eduproposer_item_no1564counterparty_item_no5819,2022-06-09,NULL
1567,3460,usr209@gt.edu,usr468@gt.edu,2022-04-18,2022-05-31,accepted,proposer_emailusr209@gt.educounterparty_emailusr468@gt.eduproposer_item_no1567counterparty_item_no3460,2022-04-18,2022-05-31
1568,5580,usr209@gt.edu,usr751@gt.edu,2022-05-11,2022-05-17,rejected,proposer_emailusr209@gt.educounterparty_emailusr751@gt.eduproposer_item_no1568counterparty_item_no5580,2022-05-11,2022-05-17
1569,2996,usr209@gt.edu,usr400@gt.edu,2022-05-04,2022-06-09,accepted,proposer_emailusr209@gt.educounterparty_emailusr400@gt.eduproposer_item_no1569counterparty_item_no2996,2022-05-04,2022-06-09
1570,2789,usr209@gt.edu,usr375@gt.edu,2022-04-28,2022-05-06,rejected,proposer_emailusr209@gt.educounterparty_emailusr375@gt.eduproposer_item_no1570counterparty_item_no2789,2022-04-28,2022-05-06
1570,5992,usr209@gt.edu,usr804@gt.edu,2022-05-12,2022-05-25,rejected,proposer_emailusr209@gt.educounterparty_emailusr804@gt.eduproposer_item_no1570counterparty_item_no5992,2022-05-12,2022-05-25
1573,3071,usr210@gt.edu,usr410@gt.edu,2022-04-21,2022-05-02,accepted,proposer_emailusr210@gt.educounterparty_emailusr410@gt.eduproposer_item_no1573counterparty_item_no3071,2022-04-21,2022-05-02
1574,1367,usr210@gt.edu,usr185@gt.edu,2022-06-07,NULL,unaccepted,proposer_emailusr210@gt.educounterparty_emailusr185@gt.eduproposer_item_no1574counterparty_item_no1367,2022-06-07,NULL
1575,2906,usr210@gt.edu,usr389@gt.edu,2022-04-20,2022-05-25,accepted,proposer_emailusr210@gt.educounterparty_emailusr389@gt.eduproposer_item_no1575counterparty_item_no2906,2022-04-20,2022-05-25
1576,988,usr210@gt.edu,usr133@gt.edu,2022-04-15,2022-05-05,accepted,proposer_emailusr210@gt.educounterparty_emailusr133@gt.eduproposer_item_no1576counterparty_item_no988,2022-04-15,2022-05-05
1577,570,usr210@gt.edu,usr079@gt.edu,2022-04-18,2022-04-28,rejected,proposer_emailusr210@gt.educounterparty_emailusr079@gt.eduproposer_item_no1577counterparty_item_no570,2022-04-18,2022-04-28
1577,1795,usr210@gt.edu,usr240@gt.edu,2022-05-02,2022-05-06,rejected,proposer_emailusr210@gt.educounterparty_emailusr240@gt.eduproposer_item_no1577counterparty_item_no1795,2022-05-02,2022-05-06
1579,2351,usr210@gt.edu,usr317@gt.edu,2022-04-19,2022-04-21,accepted,proposer_emailusr210@gt.educounterparty_emailusr317@gt.eduproposer_item_no1579counterparty_item_no2351,2022-04-19,2022-04-21
1580,2702,usr211@gt.edu,usr364@gt.edu,2022-04-21,2022-05-06,accepted,proposer_emailusr211@gt.educounterparty_emailusr364@gt.eduproposer_item_no1580counterparty_item_no2702,2022-04-21,2022-05-06
1584,67,usr211@gt.edu,usr009@gt.edu,2022-04-22,2022-05-26,accepted,proposer_emailusr211@gt.educounterparty_emailusr009@gt.eduproposer_item_no1584counterparty_item_no67,2022-04-22,2022-05-26
1587,3657,usr212@gt.edu,usr497@gt.edu,2022-05-06,2022-06-14,accepted,proposer_emailusr212@gt.educounterparty_emailusr497@gt.eduproposer_item_no1587counterparty_item_no3657,2022-05-06,2022-06-14
1588,5935,usr212@gt.edu,usr797@gt.edu,2022-06-02,NULL,unaccepted,proposer_emailusr212@gt.educounterparty_emailusr797@gt.eduproposer_item_no1588counterparty_item_no5935,2022-06-02,NULL
1589,252,usr212@gt.edu,usr037@gt.edu,2022-04-21,2022-04-26,accepted,proposer_emailusr212@gt.educounterparty_emailusr037@gt.eduproposer_item_no1589counterparty_item_no252,2022-04-21,2022-04-26
1590,2608,usr212@gt.edu,usr354@gt.edu,2022-05-17,2022-05-20,accepted,proposer_emailusr212@gt.educounterparty_emailusr354@gt.eduproposer_item_no1590counterparty_item_no2608,2022-05-17,2022-05-20
1591,5581,usr212@gt.edu,usr751@gt.edu,2022-04-19,2022-05-05,rejected,proposer_emailusr212@gt.educounterparty_emailusr751@gt.eduproposer_item_no1591counterparty_item_no5581,2022-04-19,2022-05-05
1592,4337,usr212@gt.edu,usr586@gt.edu,2022-04-20,2022-05-30,rejected,proposer_emailusr212@gt.educounterparty_emailusr586@gt.eduproposer_item_no1592counterparty_item_no4337,2022-04-20,2022-05-30
1592,4872,usr212@gt.edu,usr658@gt.edu,2022-06-03,NULL,unaccepted,proposer_emailusr212@gt.educounterparty_emailusr658@gt.eduproposer_item_no1592counterparty_item_no4872,2022-06-03,NULL
1593,3263,usr212@gt.edu,usr440@gt.edu,2022-04-18,NULL,unaccepted,proposer_emailusr212@gt.educounterparty_emailusr440@gt.eduproposer_item_no1593counterparty_item_no3263,2022-04-18,NULL
1594,164,usr213@gt.edu,usr024@gt.edu,2022-05-31,2022-06-08,rejected,proposer_emailusr213@gt.educounterparty_emailusr024@gt.eduproposer_item_no1594counterparty_item_no164,2022-05-31,2022-06-08
1595,5908,usr213@gt.edu,usr794@gt.edu,2022-04-18,NULL,unaccepted,proposer_emailusr213@gt.educounterparty_emailusr794@gt.eduproposer_item_no1595counterparty_item_no5908,2022-04-18,NULL
1598,7391,usr213@gt.edu,usr996@gt.edu,2022-05-16,2022-06-02,rejected,proposer_emailusr213@gt.educounterparty_emailusr996@gt.eduproposer_item_no1598counterparty_item_no7391,2022-05-16,2022-06-02
1600,1356,usr213@gt.edu,usr184@gt.edu,2022-05-23,NULL,unaccepted,proposer_emailusr213@gt.educounterparty_emailusr184@gt.eduproposer_item_no1600counterparty_item_no1356,2022-05-23,NULL
1602,354,usr213@gt.edu,usr050@gt.edu,2022-04-21,2022-04-29,accepted,proposer_emailusr213@gt.educounterparty_emailusr050@gt.eduproposer_item_no1602counterparty_item_no354,2022-04-21,2022-04-29
1606,2674,usr214@gt.edu,usr361@gt.edu,2022-04-29,2022-05-31,rejected,proposer_emailusr214@gt.educounterparty_emailusr361@gt.eduproposer_item_no1606counterparty_item_no2674,2022-04-29,2022-05-31
1607,4827,usr214@gt.edu,usr652@gt.edu,2022-06-13,NULL,unaccepted,proposer_emailusr214@gt.educounterparty_emailusr652@gt.eduproposer_item_no1607counterparty_item_no4827,2022-06-13,NULL
1612,6729,usr214@gt.edu,usr907@gt.edu,2022-04-21,2022-05-17,accepted,proposer_emailusr214@gt.educounterparty_emailusr907@gt.eduproposer_item_no1612counterparty_item_no6729,2022-04-21,2022-05-17
